id,name,lat,lon,elvis_ahd_m,dem_resolution,dem_resolution_m,source,dataset
utungun_taylors_arm,Utungun (Taylors Arm),-30.7306,152.85,20.95,1m,1.0,NSW Government,Macksville200912-LID1-AHD_4846600_56_0002_0002_1m.tif
valeria_al,Valeria AL,-23.1856,147.8947,211.65,50cm,0.5,Griffith Uni,Clermont201803-DEM-GRID-50cm_5917435_55_0001_0001.tif
van_dyke_ck_al,Van Dyke Ck AL,-24.2019,147.8283,265.32,1m,1.0,QLD Government,Vandyke_River_Gauge_2013_Prj_SW_584000_7323000_1.0K_DEM_1m.tif
vasse_diversion_drain,Vasse Diversion Drain,-33.685,115.358,9.74,1 Second,30.0,Geoscience Australia SRTM,srtm-1sec-dem-v1-COG.tif
vasse_hwy_cb3,Vasse Hwy CB3,-33.703,115.399,18.93,1 Second,30.0,Geoscience Australia SRTM,srtm-1sec-dem-v1-COG.tif
vennor_drive_al,Vennor Drive AL,-27.7883,153.2525,21.69,1m,1.0,QLD Government,GoldCoast_2009_LGA_SW_524000_6926000_1K_DEM_1m.tif
verdun,Verdun,-35.007,138.803,327.93,50cm,0.5,SA Government,MtBarker2021-DEM-GRID-0_5_2996123_54_0001_0001.tif
verwood_isis_river,Verwood (Isis River),-42.058,147.287,304.82,1m,1.0,TAS Government,CentralMidlands2019-DEM-1m_5235343_GDA2020_55.tif
victoria_hill_al,Victoria Hill AL,-27.983,151.771,417.04,1m,1.0,QLD Government,Toowoomba_2010_Prj_SW_379000_6904000_1K_DEM_1m.tif
victoria_park,Victoria Park,-34.94,138.624,57.89,1m,1.0,SA Government,AdelaideMetro2018_DEM_2806130_05_001.tif
villa_dale_tm,Villa Dale TM,-20.6077,143.4753,258.04,1 Second,30.0,Geoscience Australia SRTM,srtm-1sec-dem-v1-COG.tif
vincent_al,Vincent AL,-19.287,146.767,9.1,50cm,0.5,Griffith Uni,Townsville201804-DEM-GRID-50cm_4757867_55_0001_0001.tif
vohland_rd_tm,Vohland Rd Tm,-17.1372,145.8572,8.55,1m,1.0,QLD Government,Cairns_2010_Prj_SW_378000_8104000_1K_DEM_1m.tif
wacol_al,Wacol AL,-27.579167,152.905278,15.23,1m,1.0,QLD Government,Ipswich_2019_LGA_SW_490000_6949000_1k_DEM_1m.tif
waddy_brae_tm,Waddy Brae TM,-25.6103,148.9444,479.81,50cm,0.5,Griffith Uni,Roma201810-DEM-GRID-50cm_6957166_55_0001_0001.tif
waeel,Waeel,-31.615,117.062,208.15,1 Second,30.0,Geoscience Australia SRTM,srtm-1sec-dem-v1-COG.tif
wagon_flat,Wagon Flat,-35.87263,141.38835,140.0,1 Second,30.0,Geoscience Australia SRTM,srtm-1sec-dem-v1-COG.tif
wahroonga_ada_avenue,Wahroonga (Ada Avenue),-33.724,151.114,180.83,1m,1.0,NSW Government,Sydney202006-LID1-AHD_3246266_56_0002_0002_1m.tif
wakerley_alert,Wakerley AL,-27.4808,153.1628,5.67,1m,1.0,QLD Government,Brisbane_2014_LGA_SW_516000_6960000_1K_DEM_1m.tif
walcha_thee_st,Walcha (Thee ST),-30.99,151.586,1106.79,2m,2.0,NSW Government,Armidale201505-LID2-AHD_3646570_56_0002_0002_2m.tif
walebing,Walebing,-30.665,116.138,256.85,1 Second,30.0,Geoscience Australia SRTM,srtm-1sec-dem-v1-COG.tif
walkerston_al,Walkerston AL,-21.159,149.056,20.26,1m,1.0,QLD Government,Mackay_2015_Rgn_SW_713000_7658000_1K_DEM_1m.tif
wallaby_creek,Wallaby Creek,-37.417,145.25,488.17,1 Second,30.0,Geoscience Australia SRTM,srtm-1sec-dem-v1-COG.tif
wallacia_weir_nepean_river,Wallacia Weir (Nepean River),-33.863,150.63,48.36,1m,1.0,NSW Government,Penrith201705-LID1-AHD_2806250_56_0002_0002_1m.tif
wallal_al,Wallal AL,-26.653,146.1758,274.94,1m,1.0,QLD Government,Charleville_2011_Twn_SW_417000_7051000_1K_DEM_1m.tif
waller_rd_al,Waller Rd AL,-27.67,153.051,23.53,1m,1.0,QLD Government,Logan_2021_GDA2020_LGA_SW_505000_6939000_500m_DEM_1m.tif
walli_kentucky,Walli (Kentucky),-33.6708,148.8565,570.67,5m,5.0,NSW Government,Cowra201404-PHO3-AHD_6726272_55_0002_0002_5m.tif
wallis_lake_at_pacific_palms_wharf,Wallis Lake at Pacific Palms Wharf,-32.333,152.526,-0.12,1m,1.0,NSW Government,Forster201306-LID1-AHD_4546422_56_0002_0002_1m.tif
walloon_alert,Walloon AL,-27.6033,152.6928,26.44,1m,1.0,QLD Government,Ipswich_2023_LGA_SW_469000_6946000_1k_DEM_1m.tif
wallsend_bowling_club,Wallsend Bowling Club,-32.9045,151.6654,7.76,1m,1.0,NSW Government,Newcastle201409-LID1-AHD_3746358_56_0002_0002_1m.tif
walyunga,Walyunga,-31.75,116.069,22.92,1 Second,30.0,Geoscience Australia SRTM,srtm-1sec-dem-v1-COG.tif
wamberal_reservoir,Wamberal Reservoir,-33.4147,151.4431,98.75,1m,1.0,NSW Government,Gosford202008-LID1-AHD_3546300_56_0002_0002_1m.tif
wamuran_al,Wamuran AL,-27.0022,152.8692,46.14,1m,1.0,QLD Government,MoretonBay_2014_LGA_SW_487000_7013000_1K_DEM_1m.tif
wamuran_eureka_ct_tm,Wamuran (Eureka Ct) TM,-27.058,152.88,27.56,1m,1.0,QLD Government,Moreton_Bay_2018_LGA_SW_488000_7007000_1k_DEM_1m.tif
wamuran_mcclintock_rd_al,Wamuran (McClintock Rd) AL,-27.0022,152.8692,46.14,1m,1.0,QLD Government,MoretonBay_2014_LGA_SW_487000_7013000_1K_DEM_1m.tif
wandie_creek,Wandie Creek,-13.806,132.197,178.0,1 Second,30.0,Geoscience Australia SRTM,srtm-1sec-dem-v1-COG.tif
wangi_bowling_club,Wangi Bowling Club,-33.0666,151.5779,2.58,1m,1.0,NSW Government,LakeMacquarie201409-LID1-AHD_3666340_56_0002_0002_1m.tif
wappa_dam_al,Wappa Dam AL,-26.57,152.922,42.01,1m,1.0,QLD Government,SunshineCoast_2014_LGA_SW_492000_7061000_1K_DEM_1m.tif
warahgai_tm,Warahgai TM,-28.2367,151.5347,504.0,1 Second,30.0,Geoscience Australia SRTM,srtm-1sec-dem-v1-COG.tif
warana_br_al,Warana Br AL,-26.624,152.958,13.01,1m,1.0,QLD Government,Sunshine_Coast_2022_LGA_SW_495000_7055000_1k_DEM_1m.tif
waratah_reservoir,Waratah Reservoir,-32.8989,151.7186,56.1,1m,1.0,NSW Government,Newcastle201409-LID1-AHD_3806358_56_0002_0002_1m.tif
warburton,Warburton,-37.777,145.724,765.26,1 Second,30.0,Geoscience Australia SRTM,srtm-1sec-dem-v1-COG.tif
ward_r_crossing_ale,Ward River Xing AL,-25.9497,146.1136,314.81,1 Second,30.0,Geoscience Australia SRTM,srtm-1sec-dem-v1-COG.tif
warialda_post_office,Warialda Post Office,-29.542,150.575,333.97,2m,2.0,NSW Government,Bingara201705-LID2-AHD_2646728_56_0002_0002_2m.tif
warilda_al,Warilda AL,-26.1267,145.6694,306.55,1 Second,30.0,Geoscience Australia SRTM,srtm-1sec-dem-v1-COG.tif
warkon,Warkon,-27.0006,149.4969,259.88,1 Second,30.0,Geoscience Australia SRTM,srtm-1sec-dem-v1-COG.tif
warner_al,Warner AL,-27.3078,152.9417,39.76,1m,1.0,QLD Government,MoretonBay_2014_LGA_SW_494000_6979000_1K_DEM_1m.tif
warragamba,Warragamba,-33.8902,150.5934,187.24,1m,1.0,NSW Government,Penrith201907-LID1-AHD_2766246_56_0002_0002_1m.tif
warragamba_dam_warragamba_river,Warragamba Dam (Warragamba River),-33.9,150.59,148.1,1m,1.0,NSW Government,Penrith201907-LID1-AHD_2766246_56_0002_0002_1m.tif
warranooke,Warranooke,-36.726,142.729,154.01,1 Second,30.0,Geoscience Australia SRTM,srtm-1sec-dem-v1-COG.tif
warren_reservoir,Warren Reservoir,-34.711,138.933,398.98,1 Second,30.0,Geoscience Australia SRTM,srtm-1sec-dem-v1-COG.tif
warrenbayne,Warrenbayne,-36.695,145.877,226.0,1 Second,30.0,Geoscience Australia SRTM,srtm-1sec-dem-v1-COG.tif
warroo,Warroo,-27.645,148.7411,216.18,1 Second,30.0,Geoscience Australia SRTM,srtm-1sec-dem-v1-COG.tif
washpool_al,Washpool AL,-27.829,152.755,61.74,1m,1.0,QLD Government,ScenicRim_2011_LGA_SW_475000_6921000_1K_DEM_1m.tif
watagan_central,Watagan Central,-33.026,151.188,137.53,1m,1.0,NSW Government,Gosford201409-LID1-AHD_3306344_56_0002_0002_1m.tif
waterfall_gully_road,Waterfall Gully Road,-34.95,138.67,162.45,50cm,0.5,SA Government,AdelaideMetro2022-DEM-GRID-50cm_2876130_54_0001_0001.tif
waterhouse_reservoir,Waterhouse Reservoir,-36.817,145.64,305.59,1 Second,30.0,Geoscience Australia SRTM,srtm-1sec-dem-v1-COG.tif
waterloo_east_schutz_road,Waterloo East (Schutz Road),-33.999,138.91,498.91,1 Second,30.0,Geoscience Australia SRTM,srtm-1sec-dem-v1-COG.tif
wattle_creek_at_navarre,Wattle Creek at Navarre,-36.903,143.105,229.0,1 Second,30.0,Geoscience Australia SRTM,srtm-1sec-dem-v1-COG.tif
waugh_culvert_tm,Waugh Culvert Tm,-17.4368,145.9437,12.43,1m,1.0,QLD Government,Cairns_2010_Prj_SW_387000_8071000_1K_DEM_1m.tif
waukivory,Waukivory,-32.08,152.029,162.04,1m,1.0,NSW Government,Bulahdelah201801-LID1-AHD_4086450_56_0002_0002_1m.tif
