SITE_ID,LATITUDE,LONGITUDE,NAME,STATE,LICENSING_AREA_ID,POSTCODE,SITE_PRECISION,ELEVATION,HCIS_L2,_NEAREST_ANCHOR_ID,_NEAREST_ANCHOR_NAME,_DISTANCE_KM
10017988,-26.658293,152.452485,SEQ Water Site Kilcoy Murgon Rd JIMNA,QLD,4,,Within 10 metres,,NT5J,coolabine_ck_aler,Coolabine Ck AL,32.024
10017989,-27.536476,152.79919,SEQ Water Site Allawah Rd MT CROSBY,QLD,2,,Within 10 metres,,NT8L,constitution_hill,Constitution Hill,16.54
10017990,-28.265906,152.537218,SEQ Water Site Carneys Creek Rd WHITE SWAMP,QLD,4,,Within 10 metres,,NU2G,carrs_lookout_al,Carrs Lkt AL,12.323
10017991,-26.714169,152.871998,SEQ Water Site Baroon Pocket Rd BAROON DAM,QLD,4,,Within 10 metres,,NT5L,obi_lookout_al,Obi Lookout AL,7.123
10017992,-27.941906,152.959443,SEQ Water Site Bromelton Dam Brabazon Rd GLENEAGLE,QLD,2,,Within 10 metres,,NT8P,round_mountain_al,Round Mountain AL,14.678
10017993,-26.177335,152.871877,SEQ Water Site Wolvi Mountain Rd MT WOLVI,QLD,4,,Within 10 metres,,NT5D,mt_wolvi_al,Mt Wolvi AL,0.442
10017996,-27.935487,152.594153,SEQ Water Site Kalbar Connection Rd KALBAR WEIR,QLD,4,,Within 10 metres,,NT8O,kooralbyn_al,Kooralbyn AL,29.288
10017997,-26.94658,152.584643,SEQ Water Site Kennedys Rd KILCOY,QLD,4,,Within 10 metres,,NT5O,bellthorpe_gap_rd,Bellthorpe (Gap Rd) AL,20.196
10018140,-19.345792,146.852755,21 Hunter Street STUART,QLD,4,,Within 10 metres,,LR2H,stuart_al,Stuart AL,0.213
10018387,-19.27217,146.7557,411 Bayswater Road  GARBUTT,QLD,4,,Within 10 metres,,LR2H,castle_hill_al,Castle Hill AL,5.199
10018864,-17.264043,145.393139,"Energy Qld site Mt Wallum, 9 km W of ATHERTON",QLD,4,,Within 10 metres,,LQ4F,bones_knob_al,Bones Knob AL,7.479
10018986,-27.450996,153.030885,"Brisbane Exhibition Grounds, 600 Gregory Terrace Bowen Hills",QLD,2,,Within 10 metres,,NT9E,constitution_hill,Constitution Hill,8.212
10019343,-26.19358,149.7911,Atlas Compressor Station 20km South West of WANDOAN,QLD,5,,Within 10 metres,,MT5D,clovelly_al,Clovelly AL,42.395
10019963,-21.424344,149.223137,Council Site Brewers Rd SARINA,QLD,4,,Within 10 metres,,MR8E,outer_harbour_tide_a,Outer Harbour Tide AL,35.143
10020275,-22.811104,148.676103,"BoM Site, Nolan Drive MIDDLEMOUNT",QLD,4,,Unknown,,MS1O,mt_lowe_al,Mt Lowe AL,54.938
10020277,-26.992197,152.431402,"BoM Site, Pohlmans Range Road GREGORS CREEK",QLD,4,,Within 100 metres,,NT5N,bellthorpe_gap_rd,Bellthorpe (Gap Rd) AL,35.644
10020298,-24.35954,150.16014,QGP 9481 Leichhardt Hwy BANANA,QLD,4,,Within 10 metres,,MS9E,banana_range_al,Banana Range AL,18.598
10020301,-27.11637,150.891945,DDP 472 Grahams Road KOGAN,QLD,5,,Within 10 metres,,MT9D,braziers_hill_al,Braziers Hill AL,49.532
10020302,-26.890255,150.353208,DDP 4839 Kogan Condamine Rd WIEAMBILLA,QLD,5,,Within 10 metres,,MT6N,bottle_tree_al,Bottle Tree AL,12.733
10020747,-22.637148,148.44611,Ramp 59 Mine Site NORWICH PARK,QLD,4,4745,Within 10 metres,,MS1J,mt_lowe_al,Mt Lowe AL,42.552
10021117,-27.649167,152.942222,Defence Site MTR Off Centenary Highway  GREENBANK,QLD,2,,Within 100 metres,,NT8L,hillcrest_wine_glass,Hillcrest AL (Wine Glass),9.156
10021351,-27.20944,151.2848,6 Commodity Court DALBY,QLD,4,,Within 10 metres,,NT7B,mt_mowbullan_rptr,Mt MOWBULLAN RPTR,47.468
10021498,-27.448714,153.027194,"Block 21, Mental Health Centre Royal Brisbane Hospital HERSTON",QLD,2,,Within 10 metres,,NT9E,constitution_hill,Constitution Hill,7.984
10021577,-25.906667,152.923333,Defence Site Mt Marylin Approx. 7.2km East of Cooloola Coast Rd TIN CAN BAY,QLD,4,,Within 10 metres,,NT2P,mt_wolvi_al,Mt Wolvi AL,30.54
10021579,-27.706111,152.977222,Defence Site Range control Approx. 200m East of Goodna Rd Greenbank,QLD,2,,Within 10 metres,,NT8L,hillcrest_wine_glass,Hillcrest AL (Wine Glass),6.164
10021584,-28.071944,153.224444,Defence Site Canungra South Approx. 300m West of Beechmont Road LOWER BEECHMONT,QLD,2,,Within 10 metres,,NU3A,laheys_lookout_al,Laheys Lookout AL,9.275
10021723,-19.161389,146.2025,Defence Site-Star River Mast Approx. 18 km south west of Ewan Paluma Road Dotswood,QLD,4,,Within 10 metres,,LR2A,paluma_al,Paluma AL,16.89
10021724,-19.628056,146.315,Defence Site-Mt St Michael Appox . 2.4km North east of Dotswood Road Dotswood,QLD,4,,Within 10 metres,,LR2J,mingela_al,Mingela AL,43.358
10021725,-19.601667,146.549444,Defence Site- Sentry Post 3 approx. 19 km North of Dotswood Road Granite Vale,QLD,4,,Within 10 metres,,LR2K,mingela_al,Mingela AL,32.021
10021726,-19.441667,146.520556,Defence Site-High Range approx . 10 km South east of Harvey range RdH Hervey Range,QLD,4,,Within 10 metres,,LR2G,castle_hill_al,Castle Hill AL,35.959
10021736,-19.342222,146.734722,Defence Site-Mt Stuart Range control Approx . 10m west of Angus smith Dr Mount Stuart,QLD,4,,Within 10 metres,,LR2G,castle_hill_al,Castle Hill AL,11.745
10021738,-19.343611,146.780833,Defence Site- Mt. Stuart North Approx. 25m NW of Mount Stuart Rd Mount Stuart,QLD,4,,Within 10 metres,,LR2H,stuart_al,Stuart AL,7.381
10021739,-19.377222,146.770556,Defence Site- Mt Migloo Approx. 3.2 East of Angus Smith Dr Mount Stuart,QLD,4,,Within 10 metres,,LR2H,stuart_al,Stuart AL,9.097
10021778,-19.397222,146.333056,Defence Site- Ben Lomond Approx. 8.5 km NW of Hervey Range Rd Dotswood,QLD,4,,Within 10 metres,,LR2F,paluma_al,Paluma AL,44.789
10021878,-17.796111,145.780278,Defence Site-Earls Court Approx. 12 km North of Tully Gorge Rd Walter Hill,QLD,4,,Within 10 metres,,LQ4P,marco_street_al,Marco St AL,32.561
10021879,-17.888333,145.811111,Defence Site-Tully Range control Approx. 300m North Tully Gorge Rd Walter Hill,QLD,4,,Within 10 metres,,LQ4P,bilyana_al,Bilyana AL,26.488
10022009,-26.672834,153.09989,Alex Headland Reservoir 56 Tantula Rd E Alexandra Headland,QLD,4,,Within 10 metres,,NT6I,bald_knob_al,Bald Knob AL,21.799
10022010,-26.679989,153.138305,Point Cartwright Reservoir Pacific Blvd Buddina,QLD,4,,Within 10 metres,,NT6I,bald_knob_al,Bald Knob AL,24.728
10022011,-26.656693,153.094203,Northern Corporate Centre 5-9 Maud St Maroochydore,QLD,4,,Within 10 metres,,NT6I,bald_knob_al,Bald Knob AL,22.37
10022012,-26.667233,153.044784,Kunda Park Reservoir 70-46 Jarrah Rd Buderim,QLD,4,,Within 10 metres,,NT6I,bald_knob_al,Bald Knob AL,17.876
10022013,-26.685225,153.080601,Mountain Creek Reservoir Mooloolaba Rd Buderim,QLD,4,,Within 10 metres,,NT6I,bald_knob_al,Bald Knob AL,19.442
10022014,-26.675521,153.075743,Maroochydore South Reservoir Facility 33 Rim Rd Buderim,QLD,4,,Within 10 metres,,NT6I,bald_knob_al,Bald Knob AL,19.648
10022196,-27.44929,153.0263,STARS 296 Herston Rd HERSTON,QLD,2,,Within 10 metres,,NT9E,constitution_hill,Constitution Hill,7.876
10022226,-17.689722,146.113056,Range control Approx 20m West of Inarlinga Rd Cowley Beach,QLD,4,,Within 10 metres,,LQ5I,marco_street_al,Marco St AL,22.38
10022407,-24.375556,148.437139,TLO Site Dawson Hwy 21km WNW ROLLESTON,QLD,5,,Within 10 metres,,MS7F,roddas_lookout_al,Roddas Lookout AL,38.679
10022482,-22.5954,148.4134,Far North DYSART,QLD,4,,Within 10 metres,,MS1J,mt_lowe_al,Mt Lowe AL,43.776
10022780,-28.20692,153.270845,"BoM site, 2459 Springbrook Road Springbrook",QLD,2,,Within 10 metres,,NU3B,o_reillys_al,OReillys AL,13.528
10023178,-18.744025,146.579918,Butler Bay Reservoir PALM ISLAND,QLD,4,,Within 10 metres,,LQ8K,paluma_al,Paluma AL,48.415
10023646,-27.194786,152.092222,"Council Monopole Barnes Hill, Anduramba Road Anduramba",QLD,4,,Within 10 metres,,NT8A,toowoomba_radar,Toowoomba Radar,13.192
10024573,-25.427372,152.117161,"ViaSat Earth Station, Mt Goonaneman, via Brandts Road Golden Fleece",QLD,4,,Within 100 metres,,NT2E,mt_goonaneman_al,Mt Goonaneman AL,0.015
10025278,-22.458903,148.319014,"New Southern, Saraji Mine, 14.6km NNW of Dysart",QLD,4,,Within 10 metres,,MS1F,mt_lowe_al,Mt Lowe AL,52.557
10025279,-22.407208,148.291228,"Central 2021, Saraji Mine, 20.8km NNW of Dysart",QLD,4,,Within 10 metres,,MS1F,mt_lowe_al,Mt Lowe AL,57.225
10025540,-26.90154,152.850412,Swains Fire Tower Tower Hill WOODFORD,QLD,2,,Within 10 metres,,NT5P,bellthorpe_gap_rd,Bellthorpe (Gap Rd) AL,13.124
10025541,-26.956146,152.96045,HQ Plantations Office Steve Irwin Way BEERBURRUM,QLD,2,,Within 10 metres,,NT5P,bald_knob_al,Bald Knob AL,20.211
10025542,-26.891756,152.104786,Blackbutt Forest Office 2 Pine St BLACKBUTT,QLD,4,,Within 10 metres,,NT5M,toowoomba_radar,Toowoomba Radar,43.94
10025543,-26.172966,152.462093,Fire Tower Brooyar State Forest WIDGEE,QLD,4,,Within 10 metres,,NT5B,mt_wolvi_al,Mt Wolvi AL,40.459
10025544,-26.334082,152.620544,Cookes Tower  149 Gibson Rd MOOLOO,QLD,4,,Within 10 metres,,NT5G,black_mt_al,Black Mt AL,25.45
10025545,-26.461772,152.370555,Mortimer Fire Tower Kandanga Creek Rd MANUMBAR,QLD,4,,Within 10 metres,,NT5F,coolabine_ck_aler,Coolabine Ck AL,42.217
10025546,-27.314218,152.320381,Fire Tower Esk State Forest MT ARTHUR,QLD,4,,Within 10 metres,,NT8F,upper_sandy_ck_al,Upper Sandy Creek AL,19.828
10025549,-26.460713,152.664792,HQ Plantations Office 8 Yabba Road IMBIL,QLD,4,,Within 10 metres,,NT5G,coolabine_ck_aler,Coolabine Ck AL,18.233
10025556,-21.082078,149.120319,Repeater Site via Glendaragh Rd FARLEIGH,QLD,4,,Within 10 metres,,MR8A,outer_harbour_tide_a,Outer Harbour Tide AL,11.134
10025607,-22.504019,148.350869,"Hakea, Saraji Mine, 9.3km North of Dysart",QLD,4,,Within 10 metres,,MS1J,mt_lowe_al,Mt Lowe AL,49.131
10025626,-31.843391,152.752727,"Marine Rescue Site, Elizabeth Street CROWDY HEAD",NSW,4,,Within 10 metres,,NV2P,port_macquarie_golf,Port Macquarie (Golf,42.808
10025995,-26.653699,152.098268,Marble Top Fire Tower MARBLE TOP,QLD,4,,Within 10 metres,,NT5I,mt_mowbullan_rptr,Mt MOWBULLAN RPTR,55.871
10025996,-26.663944,152.455643,Jimna Steel Tower Kilcoy Murgon Rd JIMNA,QLD,4,,Within 10 metres,,NT5J,coolabine_ck_aler,Coolabine Ck AL,31.858
10026617,-27.558513,153.063093,Qld Sports and Athletics Centre Kessels Rd NATHAN,QLD,2,,Within 10 metres,,NT9I,hillcrest_wine_glass,Hillcrest AL (Wine Glass),13.497
10027368,-22.830194,148.649875,North Site Middlemount Mine MIDDLEMOUNT,QLD,4,,Within 10 metres,,MS1O,mt_lowe_al,Mt Lowe AL,51.916
10027398,-27.922379,151.953296,118 Willow Springs Rd CLIFTON,QLD,4,,Within 10 metres,,NT7P,bony_mountain_al,Bony Mountain AL,21.279
10027437,-20.3264,148.586122,QR Site Mt Lucas STRATHDICKIE,QLD,4,,Within 10 metres,,MR4G,strathdickie_al,Strathdickie AL,0.002
10027635,-26.685385,153.129333,Marina 33-45 Parkyn Pde MOOLOOLABA,QLD,4,,Within 10 metres,,NT6I,bald_knob_al,Bald Knob AL,23.663
10027993,-25.28756,150.29376,"Cracow Repeater, 1KM NW of Cracow Cracow",QLD,5,,Within 100 metres,,MT3F,cracow_al,Cracow AL,0.084
10028089,-18.649512,146.162648,Fire Station Eleanor Street INGHAM,QLD,4,,Within 10 metres,,LQ8I,paluma_al,Paluma AL,40.47
10028323,-21.108756,149.222987,Old Boat Ramp Monopole corner of Outer Harbour Road & Ken White Avenue MACKAY HARBOUR,QLD,4,,Within 10 metres,,MR8A,outer_harbour_tide_a,Outer Harbour Tide AL,0.107
10028417,-18.47698,145.89221,Wilmar Site via Abergowrie Rd ABERGOWRIE,QLD,4,,Within 10 metres,,LQ7H,wallaman_al,Wallaman AL,16.334
10028418,-18.49064,145.98919,Mahoneys Site via Abergowrie Rd ABERGOWRIE,QLD,4,,Within 10 metres,,LQ7H,wallaman_al,Wallaman AL,26.67
10029151,-22.414181,148.32195,"Ramp9, 20 km north of Dysart Saraji Mine",QLD,4,,Unknown,,MS1F,mt_lowe_al,Mt Lowe AL,57.367
10029357,-23.446752,150.44167,158 Foster Street Gracemere,QLD,4,,Within 10 metres,,MS6F,mt_hopeful_al,Mt Hopeful AL,32.859
10030632,-27.27401,151.99303,BOM-Darling Downs Bald Hills Rd WHICHELLO,QLD,4,4352,Within 10 metres,,NT7H,toowoomba_radar,Toowoomba Radar,0.022
10030949,-23.19244,148.418824,Sojitz Gregory Mine 45 km NE of EMERALD,QLD,4,,Within 10 metres,,MS4B,mt_lowe_al,Mt Lowe AL,42.188
10033091,-25.996604,152.833788,HQPlantations Toolara Office Tin Can Bay Rd TOOLARA FOREST,QLD,4,,Within 10 metres,,NT2P,mt_wolvi_al,Mt Wolvi AL,20.307
10033092,-25.677494,152.793231,Tuan Steel Tower Maryborough Tuan Forest Rd TUAN,QLD,4,,Within 10 metres,,NT2L,takura_reservoir_ale,Takura Resevoir AL,39.888
10033093,-25.436155,152.567914,Wongi Fire Tower Lenthall Dam Rd WONGI,QLD,4,,Within 10 metres,,NT2G,takura_reservoir_ale,Takura Resevoir AL,18.404
10033094,-24.699367,151.302653,Kalpowar Hill Forest Street KALPOWAR,QLD,4,,Within 10 metres,,NS7J,mt_fort_william_aler,Mt Fort William AL,6.832
10033347,-16.467273,145.37259,Mossman Fire Station 87-89 Front Street MOSSMAN,QLD,4,,Within 10 metres,,LQ1F,saddle_mountain_aler,Saddle Mtn AL,49.794
10035232,-16.357395,145.415046,MRQPD Ops 5 Camelia Close WONGA BEACH,QLD,4,,Within 10 metres,,LQ1F,saddle_mountain_aler,Saddle Mtn AL,57.651
10035614,-23.398553,150.491628,Rockhampton Zoo Curators Building  Cnr of Spencer St ROCKHAMPTON,QLD,4,,Within 10 metres,,MS6F,mt_hopeful_al,Mt Hopeful AL,37.103
10035758,-26.855272,152.959287,Beerwah Fire Station 23A Beerwah Parade BEERWAH,QLD,2,,Within 10 metres,,NT5P,bald_knob_al,Bald Knob AL,9.548
10035759,-27.315227,151.848481,Goombungee Fire Station 4 Anvil Court GOOMBUNGEE,QLD,4,,Within 10 metres,,NT7H,toowoomba_radar,Toowoomba Radar,15.001
10035760,-27.450933,151.94727,Highfields Fire Station 49 Obrien Rd HIGHFIELDS,QLD,4,,Within 10 metres,,NT7H,paradise_ck_rd,Paradise Ck Rd AL,12.993
10036455,-27.978893,153.385679,Unit 11 19 Expo Court ASHMORE,QLD,2,,Within 10 metres,,NT9N,laheys_lookout_al,Laheys Lookout AL,20.054
10037375,-27.43568,153.5213,Reservoir Donohue St Point Lookout NORTH STRADBROKE ISLAND,QLD,4,,Within 10 metres,,NT9G,hillcrest_wine_glass,Hillcrest AL (Wine Glass),55.332
10037403,-23.353391,148.581014,Portable Trailer within 30km Wilton Mine Fairhill Rd LILYVALE,QLD,4,,Within 10 metres,,MS4G,emerald_al,Emerald AL,46.62
10037786,-21.441317,148.71132,"Ergon Energy lattice tower, Mt Seaview Mount Britton",QLD,4,,Within 10 metres,,MR7G,mt_pinnacle_al,Mt Pinnacle AL,31.974
10038455,-27.640861,151.866917,DGPS Site 416 Toowoomba Karara Rd WYREEMA,QLD,4,,Within 10 metres,,NT7L,paradise_ck_rd,Paradise Ck Rd AL,29.455
10040132,-27.94108,153.192212,Little Athletics 400 Long Rd TAMBORINE MOUNTAIN,QLD,2,,Within 10 metres,,NT9M,laheys_lookout_al,Laheys Lookout AL,6.313
10040494,-23.24019,148.628112,Trailer Site Fairhill Mine Fairhill Rd 57km NE EMERALD,QLD,4,,Within 10 metres,,MS4C,emerald_al,Emerald AL,57.069
10041058,-17.120942,145.708027,Reservoir via Gallett Rd LITTLE MUSGRAVE,QLD,4,,Within 10 metres,,LQ4C,gordonvale_al,Gordonvale AL,8.925
10041059,-17.122387,145.697693,WPS via Neilsen Rd LITTLE MUSGRAVE,QLD,4,,Within 10 metres,,LQ4C,gordonvale_al,Gordonvale AL,10.029
10041077,-25.294584,152.865843,43 Exeter St TORQUAY,QLD,4,,Within 10 metres,,NT2H,ghost_hill_al,Ghost Hill AL,3.859
10041517,-28.195564,153.190357,Bell Bird Clearing off Binna Burra Rd BINNA BURRA,QLD,2,,Within 10 metres,,NU3A,o_reillys_al,OReillys AL,6.683
10041815,-22.603633,148.410321,"SKID-2 South Saraji Mine, 6.5 km E of DYSART",QLD,4,,Within 10 metres,,MS1J,mt_lowe_al,Mt Lowe AL,42.862
10041816,-22.566999,148.383454,"SKID-1 South Saraji Mine, 4.5 km NE of DYSART",QLD,4,,Within 100 metres,,MS1J,mt_lowe_al,Mt Lowe AL,44.578
