ANTENNA_ID,GAIN,FRONT_TO_BACK,H_BEAMWIDTH,V_BEAMWIDTH,BAND_MIN_FREQ,BAND_MIN_FREQ_UNIT,BAND_MAX_FREQ,BAND_MAX_FREQ_UNIT,ANTENNA_SIZE,ANTENNA_TYPE,MODEL,MANUFACTURER
94339,35.7,62,3,,,MHz,,MHz,,Parabolic High Performance,THP12-059W UNI DC,Faini Telecommunication Systems
94387,39.3,68,2,,,MHz,,MHz,,Parabolic High Performance,THP18-059W UNI DC,Faini Telecommunication Systems
94405,35,61.6,3.2,,,MHz,,MHz,,Parabolic Dual Band,MT1180M50VH/AV (11 GHz),MTI Wireless Edge
94406,51.06,67,0.5,,,MHz,,MHz,,Parabolic Dual Band,MT1180M50VH/AV (80 GHz),MTI Wireless Edge
94447,39.3,66,1.8,,,MHz,,MHz,,Parabolic High Performance,VHLP6-6W/B,Andrew
94456,25.2,25,116,,,MHz,,MHz,,Cellular,AIR 3258_B78V_Traffic,Ericsson
94519,49.7,68,0.5,,,MHz,,MHz,,Parabolic High Performance,ANT3 A 0.6 80 HPX,Ericsson
94547,41.4,70,1,,,MHz,,MHz,,Parabolic Dual Band,ANT3/3 C 1.2 7/8/15 HPX/HPX (15 GHz),Ericsson
94548,35.8,60,2.2,,,MHz,,MHz,,Parabolic Dual Band,ANT3/3 C 1.2 7/8/15 HPX/HPX (8 GHz),Ericsson
94859,24,25,142,,,MHz,,MHz,,Cellular,AIR 3219_Traffic_Beams_Envelope B42,Ericsson
94899,34.4,60,3,,,MHz,,MHz,,Parabolic High Performance,ANT3 C 0.9 7/8 HPX,Ericsson
94902,33.4,65,3.3,,,MHz,,MHz,,Parabolic High Performance,ANT3 A 0.9 6 SHPX,Ericsson
94907,34.5,61,3.3,,,MHz,,MHz,,Parabolic Ultra High Performance,SLA0610S3S00A20,Shenglu
95070,9.1,0,360,,,MHz,,MHz,,ColinearVertical,COL45-420,RF INDUSTRIES
95091,24.4,27,114,,,MHz,,MHz,,Cellular,AIR 3219_Traffic_Beams_Envelope B42 NR,Ericsson
95114,31.7,26.9,106,,,MHz,,MHz,,Cellular,AIR 5322 B257 (CM2 Macro5 Envelope),Ericsson
95123,38.9,66,1.7,,,MHz,,MHz,,Parabolic High Performance,ADC1U1SN40DA (6GHz),Amphenol
95124,43,69,1,,,MHz,,MHz,,Parabolic High Performance,ADC1U1SN40DA (11GHz),Amphenol
95205,28.7,28.2,106,,,MHz,,MHz,,Cellular,AIR 5322 B257 (CM1 Macro3 Envelope),Ericsson
95209,37.1,63,2.2,,,MHz,,MHz,,Parabolic High Performance,ANT3 A 1.2 7/8 HPX (343D02Hb),Ericsson
95477,16.2,18,62,,,MHz,,MHz,,Cellular,F6RHEU01 (814-890 MHz),Kaelus
95478,15.6,17,69,,,MHz,,MHz,,Cellular,F6RHEU01 (703-788 MHz),Kaelus
95545,18.2,25,65,,,MHz,,MHz,,Cellular,12052FM02 (824-960 MHz),CellMax Technologies
95546,16.8,23,74,,,MHz,,MHz,,Cellular,12052FM02 (698-798 MHz),CellMax Technologies
95626,17.2,22,65,,,MHz,,MHz,,Cellular,P6BTEU02 (790-862 MHz),Kaelus
95627,16.7,22,69,,,MHz,,MHz,,Cellular,P6BTEU02 (698-790 MHz),Kaelus
95638,19.5,33,33,,,MHz,,MHz,,Cellular,R-33D-R1VB (790-894 MHz),Commscope
95639,19.1,36,37,,,MHz,,MHz,,Cellular,R-33D-R1VB (698-806 MHz),Commscope
95744,8,0,360,,,MHz,,MHz,,ColinearVertical,COL44-470,RF INDUSTRIES
95837,2.1,0,360,,,MHz,,MHz,,Omni Directional,CM162-AIS-B-SS,ZCG
95839,24.5,27.6,108,,,MHz,,MHz,,Cellular,AIR 3284_Traffic_Envelope_NR (2.5),Ericsson
95840,22.74,22.8,114,,,MHz,,MHz,,Cellular,AIR 3284_Traffic_Envelope_NR (2.1),Ericsson
95841,21.32,16.6,110,,,MHz,,MHz,,Cellular,AIR 3284_Traffic_Envelope_NR (1.8),Ericsson
96127,5,0,360,,,,,,,Dipole,ANTB000100,ELPRO Technologies 
