LICENCE_NO,CLIENT_NO,SV_ID,SS_ID,LICENCE_TYPE_NAME,LICENCE_CATEGORY_NAME,DATE_ISSUED,DATE_OF_EFFECT,DATE_OF_EXPIRY,STATUS,STATUS_TEXT,AP_ID,AP_PRJ_IDENT,SHIP_NAME,BSL_NO,AWL_TYPE
13078156/1,58050,2,203,Fixed,Point to Point,2026-07-23,2026-07-23,2027-05-04,1,Granted,13078526,20016317_JSMFAC16715,,,
13094945/1,63560,2,200,Fixed,Point to Multipoint,2026-08-26,2026-08-26,2026-11-14,1,Granted,13095203,20064714_GD1798_1,,,
13094946/1,63560,2,200,Fixed,Point to Multipoint,2026-08-26,2026-08-26,2026-11-14,1,Granted,13095204,20064714_GD1798_2,,,
13094947/1,63560,2,200,Fixed,Point to Multipoint,2026-08-26,2026-08-26,2026-11-14,1,Granted,13095205,20064714_GD1798_3,,,
131215/1,75346,3,303,Land Mobile,CBRS Repeater,2026-04-28,2026-04-28,2027-04-28,1,Granted,9666443,,,,
131913/1,75791,3,308,Land Mobile,Paging System - Interior,2026-01-19,2026-01-19,2027-01-12,1,Granted,9666457,,,,
132179/1,76086,3,307,Land Mobile,Paging System - Exterior,2026-04-07,2026-04-07,2027-04-15,1,Granted,9666468,,,,
133360/3,20004872,3,307,Land Mobile,Paging System - Exterior,2026-04-24,2026-04-24,2027-04-30,1,Granted,11140400,20025735_200455,,,
133552/1,1424647,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-04-20,2026-04-20,2027-04-22,1,Granted,9666507,,,,
133557/1,1424647,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-04-20,2026-04-20,2027-04-22,1,Granted,9666508,,,,
133560/1,1424647,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-04-20,2026-04-20,2027-04-22,1,Granted,9666509,,,,
133561/1,77058,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-02-02,2026-02-02,2027-02-03,1,Granted,9666510,,,,
133562/1,77058,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-02-02,2026-02-02,2027-02-03,1,Granted,9666511,,,,
133659/1,1138660,3,304,Land Mobile,Land Mobile System - > 30MHz,2025-10-17,2025-10-17,2026-11-04,1,Granted,9666515,,,,
133660/1,1138660,3,304,Land Mobile,Land Mobile System - > 30MHz,2025-10-17,2025-10-17,2026-11-04,1,Granted,9666516,,,,
133949/1,77686,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-08-04,2026-08-04,2027-08-05,1,Granted,9666520,,,,
134072/2,20062681,5,501,Maritime Coast,Limited Coast Assigned System,2026-06-21,2026-06-21,2027-07-31,1,Granted,12884113,,,,
134852/3,1149181,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-01-09,2026-01-09,2027-01-20,1,Granted,10606639,20038343_vary_LMS_A1C50,,,
134886/1,1149181,5,501,Maritime Coast,Limited Coast Assigned System,2026-01-09,2026-01-09,2027-01-20,1,Granted,9634196,,,,
135174/1,79403,2,200,Fixed,Point to Multipoint,2026-05-15,2026-05-15,2027-03-03,1,Granted,9675839,,,,
135240/2,79601,2,203,Fixed,Point to Point,2025-08-29,2025-08-29,2026-09-30,1,Granted,10536095,20016317_JSMFAC4236,,,
135246/1,79601,3,304,Land Mobile,Land Mobile System - > 30MHz,2025-08-29,2025-08-29,2026-09-30,1,Granted,9854299,,,,
135312/1,79601,3,304,Land Mobile,Land Mobile System - > 30MHz,2025-08-29,2025-08-29,2026-09-30,1,Granted,9854307,,,,
135314/1,79601,2,203,Fixed,Point to Point,2025-08-29,2025-08-29,2026-09-30,1,Granted,9854308,,,,
135369/1,79601,2,203,Fixed,Point to Point,2025-08-29,2025-08-29,2026-09-30,1,Granted,9854314,,,,
135401/1,79601,2,203,Fixed,Point to Point,2025-08-29,2025-08-29,2026-09-30,1,Granted,9854318,,,,
135405/1,79601,2,203,Fixed,Point to Point,2025-08-29,2025-08-29,2026-09-30,1,Granted,9854320,,,,
135469/1,1401916,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-08-24,2026-08-24,2027-09-30,1,Granted,9805950,,,,
135520/1,1401916,2,203,Fixed,Point to Point,2026-08-24,2026-08-24,2027-09-30,1,Granted,9805956,,,,
135772/1,79601,3,304,Land Mobile,Land Mobile System - > 30MHz,2025-08-29,2025-08-29,2026-09-30,1,Granted,9854331,,,,
135774/1,79601,3,304,Land Mobile,Land Mobile System - > 30MHz,2025-08-29,2025-08-29,2026-09-30,1,Granted,9854333,,,,
135779/2,79601,3,304,Land Mobile,Land Mobile System - > 30MHz,2025-08-29,2025-08-29,2026-09-30,1,Granted,10437401,20016317_JSMFAC3513,,,
135780/1,79601,3,304,Land Mobile,Land Mobile System - > 30MHz,2025-08-29,2025-08-29,2026-09-30,1,Granted,9854339,,,,
135791/1,79601,2,203,Fixed,Point to Point,2025-08-29,2025-08-29,2026-09-30,1,Granted,9854348,,,,
135795/1,79601,2,203,Fixed,Point to Point,2025-08-29,2025-08-29,2026-09-30,1,Granted,9854350,,,,
135797/1,79601,2,203,Fixed,Point to Point,2025-08-29,2025-08-29,2026-09-30,1,Granted,9854351,,,,
135799/1,79601,2,203,Fixed,Point to Point,2025-08-29,2025-08-29,2026-09-30,1,Granted,9854352,,,,
135801/1,79601,2,203,Fixed,Point to Point,2025-08-29,2025-08-29,2026-09-30,1,Granted,9854353,,,,
135807/1,79601,2,203,Fixed,Point to Point,2025-08-29,2025-08-29,2026-09-30,1,Granted,9854356,,,,
135809/1,79601,2,203,Fixed,Point to Point,2025-08-29,2025-08-29,2026-09-30,1,Granted,9854357,,,,
135811/1,79601,2,203,Fixed,Point to Point,2025-08-29,2025-08-29,2026-09-30,1,Granted,9854358,,,,
135813/2,79601,2,203,Fixed,Point to Point,2025-08-29,2025-08-29,2026-09-30,1,Granted,11933906,20016317_JSMFAC10694,,,
135815/2,79601,2,203,Fixed,Point to Point,2025-08-29,2025-08-29,2026-09-30,1,Granted,10437390,20016317_JSMFAC3512,,,
135819/1,79601,2,203,Fixed,Point to Point,2025-08-29,2025-08-29,2026-09-30,1,Granted,9854362,,,,
136157/1,521072,3,304,Land Mobile,Land Mobile System - > 30MHz,2025-08-29,2025-08-29,2026-09-30,1,Granted,9862715,,,,
136166/1,521072,2,203,Fixed,Point to Point,2025-08-29,2025-08-29,2026-09-30,1,Granted,9862718,,,,
136304/1,79629,5,501,Maritime Coast,Limited Coast Assigned System,2026-04-16,2026-04-16,2027-03-28,1,Granted,9634205,,,,
137996/1,79733,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-04-01,2026-04-01,2027-03-31,1,Granted,9666739,,,,
1400231/1,435100,2,200,Fixed,Point to Multipoint,2025-09-12,2025-09-12,2026-09-23,1,Granted,9845394,,,,
1400232/1,435100,2,200,Fixed,Point to Multipoint,2025-09-12,2025-09-12,2026-09-23,1,Granted,9845395,,,,
1400233/1,435100,2,200,Fixed,Point to Multipoint,2025-09-12,2025-09-12,2026-09-23,1,Granted,9845396,,,,
1400234/1,435100,2,200,Fixed,Point to Multipoint,2025-09-12,2025-09-12,2026-09-23,1,Granted,9845397,,,,
1401212/1,79648,2,203,Fixed,Point to Point,2025-12-24,2025-12-24,2026-12-31,1,Granted,9698265,,,,
1401461/1,58050,2,203,Fixed,Point to Point,2026-04-20,2026-04-20,2027-05-04,1,Granted,9698282,,,,
1401989/1,20053835,2,203,Fixed,Point to Point,2026-04-11,2026-04-11,2028-05-19,1,Granted,9698314,,,,
1401990/1,20053835,2,203,Fixed,Point to Point,2026-04-11,2026-04-11,2028-05-19,1,Granted,9698316,,,,
1402264/1,20053835,2,203,Fixed,Point to Point,2026-04-11,2026-04-11,2028-05-19,1,Granted,9698337,,,,
1402379/1,59938,5,501,Maritime Coast,Limited Coast Assigned System,2025-09-25,2025-09-25,2026-09-22,1,Granted,9852147,,,,
1402381/1,59938,5,501,Maritime Coast,Limited Coast Assigned System,2025-09-25,2025-09-25,2026-09-22,1,Granted,9852148,,,,
1402383/1,59938,5,501,Maritime Coast,Limited Coast Assigned System,2025-09-25,2025-09-25,2026-09-22,1,Granted,9852149,,,,
1402385/1,59938,5,501,Maritime Coast,Limited Coast Assigned System,2025-09-25,2025-09-25,2026-09-22,1,Granted,9852150,,,,
1402387/1,59938,5,501,Maritime Coast,Limited Coast Assigned System,2025-09-25,2025-09-25,2026-09-22,1,Granted,9852151,,,,
1402431/1,79733,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-04-01,2026-04-01,2027-03-31,1,Granted,9720647,,,,
1402787/1,20053835,2,203,Fixed,Point to Point,2026-04-11,2026-04-11,2028-05-19,1,Granted,9698359,,,,
1402819/1,20053835,2,203,Fixed,Point to Point,2026-04-11,2026-04-11,2028-05-19,1,Granted,9698372,,,,
1403152/1,254802,2,200,Fixed,Point to Multipoint,2025-09-12,2025-09-12,2026-09-11,1,Granted,9804826,,,,
1403783/1,79946,2,203,Fixed,Point to Point,2026-05-11,2026-05-11,2027-05-30,1,Granted,9698454,,,,
1403787/1,79946,2,203,Fixed,Point to Point,2026-05-11,2026-05-11,2027-05-30,1,Granted,9698456,,,,
1403788/1,79946,2,203,Fixed,Point to Point,2026-05-11,2026-05-11,2027-05-30,1,Granted,9698458,,,,
1404375/1,58050,2,203,Fixed,Point to Point,2026-04-20,2026-04-20,2027-05-04,1,Granted,9698521,,,,
1404376/1,58050,2,203,Fixed,Point to Point,2026-04-20,2026-04-20,2027-05-04,1,Granted,9698523,,,,
1404457/1,20053835,2,203,Fixed,Point to Point,2026-04-11,2026-04-11,2028-05-19,1,Granted,9698533,,,,
1404800/1,20053835,2,203,Fixed,Point to Point,2026-04-11,2026-04-11,2028-05-19,1,Granted,9698590,,,,
1404983/1,20053835,2,203,Fixed,Point to Point,2026-04-11,2026-04-11,2028-05-19,1,Granted,9698605,,,,
1404985/1,20053835,2,203,Fixed,Point to Point,2026-04-11,2026-04-11,2028-05-19,1,Granted,9698609,,,,
1405079/1,1412719,3,302,Land Mobile,Ambulatory System,2026-01-19,2026-01-19,2026-12-31,1,Granted,9720990,,,,
1405080/1,1412719,3,302,Land Mobile,Ambulatory System,2026-01-19,2026-01-19,2026-12-31,1,Granted,9720992,,,,
1405669/1,20053835,2,203,Fixed,Point to Point,2026-04-11,2026-04-11,2028-05-19,1,Granted,9698665,,,,
1405739/1,79946,2,203,Fixed,Point to Point,2026-05-11,2026-05-11,2027-05-30,1,Granted,9698683,,,,
1405745/1,79946,2,200,Fixed,Point to Multipoint,2026-05-11,2026-05-11,2027-05-30,1,Granted,9698692,,,,
1406464/2,54976,6,602,Amateur,Amateur Repeater,2026-04-15,2026-04-15,2027-05-20,1,Granted,12785391,20029952_VK4RZB_Additions,,,
1406987/1,254802,2,200,Fixed,Point to Multipoint,2025-09-12,2025-09-12,2026-09-11,1,Granted,9804832,,,,
1406988/1,254802,2,200,Fixed,Point to Multipoint,2025-09-12,2025-09-12,2026-09-11,1,Granted,9804833,,,,
1406989/1,254802,2,200,Fixed,Point to Multipoint,2025-09-12,2025-09-12,2026-09-11,1,Granted,9804834,,,,
1407034/1,20053835,2,203,Fixed,Point to Point,2026-04-11,2026-04-11,2028-05-19,1,Granted,9698863,,,,
1407800/2,20031759,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-07-14,2026-07-14,2027-07-20,1,Granted,10263436,,,,
1407801/2,20031759,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-07-14,2026-07-14,2027-07-20,1,Granted,10263437,,,,
1407964/1,1412719,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-01-19,2026-01-19,2026-12-31,1,Granted,9721534,,,,
1407965/1,1412719,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-01-19,2026-01-19,2026-12-31,1,Granted,9721536,,,,
1408234/1,20053835,2,203,Fixed,Point to Point,2026-04-11,2026-04-11,2028-05-19,1,Granted,9698920,,,,
1408473/2,54976,6,602,Amateur,Amateur Repeater,2026-04-15,2026-04-15,2027-05-20,1,Granted,12785392,20029952_VK4RZC_Additions,,,
1408590/2,20031759,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-07-14,2026-07-14,2026-10-23,1,Granted,10263431,,,,
1408592/2,20031759,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-07-14,2026-07-14,2026-10-23,1,Granted,10263433,,,,
1408593/2,20031759,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-07-14,2026-07-14,2026-10-23,1,Granted,10263434,,,,
1408768/1,58075,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-04-14,2026-04-14,2027-04-14,1,Granted,9721682,,,,
1409455/2,20031759,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-02-12,2026-02-12,2027-02-24,1,Granted,10259523,,,,
1409456/2,20031759,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-02-12,2026-02-12,2027-02-24,1,Granted,10259524,,,,
1409542/1,455305,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-06-30,2026-06-30,2027-01-01,1,Granted,9721764,,,,
1409697/1,521072,2,203,Fixed,Point to Point,2025-08-29,2025-08-29,2026-09-30,1,Granted,9862878,,,,
1409931/1,75783,3,302,Land Mobile,Ambulatory System,2026-04-09,2026-04-09,2027-04-28,1,Granted,9721802,,,,
1409965/1,58050,2,203,Fixed,Point to Point,2026-04-20,2026-04-20,2027-05-04,1,Granted,9699064,,,,
1409966/1,58050,2,203,Fixed,Point to Point,2026-04-20,2026-04-20,2027-05-04,1,Granted,9699066,,,,
1409967/1,58050,2,203,Fixed,Point to Point,2026-04-20,2026-04-20,2027-05-04,1,Granted,9699068,,,,
1410136/1,60974,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-02-11,2026-02-11,2027-03-01,1,Granted,9721828,,,,
1410359/1,1401916,2,203,Fixed,Point to Point,2026-08-24,2026-08-24,2027-09-30,1,Granted,9806882,,,,
1410360/1,1401916,2,203,Fixed,Point to Point,2026-08-24,2026-08-24,2027-09-30,1,Granted,9806884,,,,
1410361/1,1401916,2,203,Fixed,Point to Point,2026-08-24,2026-08-24,2027-09-30,1,Granted,9806886,,,,
1410365/1,1401916,2,203,Fixed,Point to Point,2026-08-24,2026-08-24,2027-09-30,1,Granted,9806891,,,,
1410423/1,1480691,2,203,Fixed,Point to Point,2026-06-15,2026-06-15,2027-06-16,1,Granted,9699143,,,,
1410424/1,1480691,2,203,Fixed,Point to Point,2026-06-15,2026-06-15,2027-06-16,1,Granted,9699144,,,,
1410738/1,435100,2,200,Fixed,Point to Multipoint,2025-09-12,2025-09-12,2026-09-23,1,Granted,9845403,,,,
1410739/1,435100,2,200,Fixed,Point to Multipoint,2025-09-12,2025-09-12,2026-09-23,1,Granted,9845404,,,,
1410740/1,435100,2,200,Fixed,Point to Multipoint,2025-09-12,2025-09-12,2026-09-23,1,Granted,9845405,,,,
1410857/1,63560,3,304,Land Mobile,Land Mobile System - > 30MHz,2025-11-12,2025-11-12,2026-11-14,1,Granted,9721908,,,,
1410991/1,79648,3,304,Land Mobile,Land Mobile System - > 30MHz,2025-12-24,2025-12-24,2026-12-31,1,Granted,9721926,,,,
1411025/1,435100,2,200,Fixed,Point to Multipoint,2025-09-12,2025-09-12,2026-09-23,1,Granted,9845406,,,,
1411489/1,521072,2,203,Fixed,Point to Point,2025-08-29,2025-08-29,2026-09-30,1,Granted,9862883,,,,
1411513/1,521072,2,203,Fixed,Point to Point,2025-08-29,2025-08-29,2026-09-30,1,Granted,9862886,,,,
1412503/2,20036497,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-03-11,2026-03-11,2027-03-19,1,Granted,10441669,,,,
1412833/2,20031759,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-05-26,2026-05-26,2027-05-27,1,Granted,10259528,,,,
1412896/1,56139,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-02-09,2026-02-09,2027-03-01,1,Granted,9722382,,,,
1412903/1,20053835,2,203,Fixed,Point to Point,2026-04-11,2026-04-11,2028-05-19,1,Granted,9699419,,,,
1413182/2,20031759,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-07-03,2026-07-03,2026-10-05,1,Granted,10259529,,,,
1413183/2,20031759,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-07-03,2026-07-03,2026-10-05,1,Granted,10259520,,,,
1413184/2,20031759,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-07-03,2026-07-03,2026-10-05,1,Granted,10259530,,,,
1414448/1,1144435,2,203,Fixed,Point to Point,2026-03-19,2026-03-19,2027-03-17,1,Granted,9699589,,,,
1414577/1,20008300,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-08-28,2026-08-28,2027-09-10,1,Granted,9808945,,,,
1415029/1,20015983,3,304,Land Mobile,Land Mobile System - > 30MHz,2025-11-17,2025-11-17,2026-12-22,1,Granted,9723019,,,,
1416024/1,5832,3,307,Land Mobile,Paging System - Exterior,2026-05-20,2026-05-20,2027-06-29,1,Granted,9723149,,,,
1416072/1,107618,2,203,Fixed,Point to Point,2025-10-17,2025-10-17,2026-10-07,1,Granted,9808947,,,,
1416832/1,1413467,3,308,Land Mobile,Paging System - Interior,2025-08-13,2025-08-13,2026-08-16,10,Expired,9723314,,,,
1417860/1,107618,2,203,Fixed,Point to Point,2025-10-17,2025-10-17,2026-10-07,1,Granted,9808957,,,,
1417861/1,107618,2,203,Fixed,Point to Point,2025-10-17,2025-10-17,2026-10-07,1,Granted,9808958,,,,
1417862/1,107618,2,203,Fixed,Point to Point,2025-10-17,2025-10-17,2026-10-07,1,Granted,9808959,,,,
1418797/1,435100,2,200,Fixed,Point to Multipoint,2025-09-12,2025-09-12,2026-09-23,1,Granted,9845416,,,,
1419226/1,1415609,3,308,Land Mobile,Paging System - Interior,2026-04-07,2026-04-07,2027-04-10,1,Granted,9723739,,,,
1420017/1,1480691,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-08-18,2026-08-18,2027-09-24,1,Granted,9820294,,,,
1420031/1,1480691,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-08-18,2026-08-18,2027-09-24,1,Granted,9820296,,,,
1420099/1,1416226,3,308,Land Mobile,Paging System - Interior,2026-06-11,2026-06-11,2027-06-24,1,Granted,9723901,,,,
1420592/1,59938,5,501,Maritime Coast,Limited Coast Assigned System,2025-09-25,2025-09-25,2026-09-22,1,Granted,9852157,,,,
1420593/1,59938,5,501,Maritime Coast,Limited Coast Assigned System,2025-09-25,2025-09-25,2026-09-22,1,Granted,9852158,,,,
1420594/1,59938,5,501,Maritime Coast,Limited Coast Assigned System,2025-09-25,2025-09-25,2026-09-22,1,Granted,9852159,,,,
1420595/1,59938,5,501,Maritime Coast,Limited Coast Assigned System,2025-09-25,2025-09-25,2026-09-22,1,Granted,9852160,,,,
1420744/1,20053835,2,203,Fixed,Point to Point,2026-04-11,2026-04-11,2028-05-19,1,Granted,9700468,,,,
1421318/1,435100,2,200,Fixed,Point to Multipoint,2025-09-12,2025-09-12,2026-09-23,1,Granted,9845419,,,,
1421319/1,435100,2,200,Fixed,Point to Multipoint,2025-09-12,2025-09-12,2026-09-23,1,Granted,9845420,,,,
1421513/1,1417380,3,308,Land Mobile,Paging System - Interior,2026-03-30,2026-03-30,2027-03-08,1,Granted,9724253,,,,
1421931/1,20004872,3,307,Land Mobile,Paging System - Exterior,2026-04-24,2026-04-24,2027-04-30,1,Granted,9724371,,,,
1421985/1,63254,2,203,Fixed,Point to Point,2026-08-05,2026-08-05,2027-08-04,1,Granted,9700602,,,,
1421993/1,20015983,3,304,Land Mobile,Land Mobile System - > 30MHz,2025-11-04,2025-11-04,2026-12-10,1,Granted,9724395,,,,
1421994/1,20015983,3,304,Land Mobile,Land Mobile System - > 30MHz,2025-11-04,2025-11-04,2026-12-10,1,Granted,9724397,,,,
1422227/1,1412719,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-01-19,2026-01-19,2026-12-31,1,Granted,9724413,,,,
1422292/1,1412719,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-01-19,2026-01-19,2026-12-31,1,Granted,9724429,,,,
1422682/1,20053835,2,203,Fixed,Point to Point,2026-04-11,2026-04-11,2028-05-19,1,Granted,9700660,,,,
1422735/1,20008916,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-01-05,2026-01-05,2026-12-31,1,Granted,9724557,,,,
1422880/2,20027047,3,308,Land Mobile,Paging System - Interior,2026-03-10,2026-03-10,2027-03-24,1,Granted,9897175,,,,
1423249/1,1418731,3,308,Land Mobile,Paging System - Interior,2026-03-23,2026-03-23,2027-03-20,1,Granted,9724664,,,,
1423560/4,439082,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-03-17,2026-03-17,2027-03-23,1,Granted,11648829,1130096_RD382AD,,,
1423561/4,439082,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-03-17,2026-03-17,2027-03-23,1,Granted,12827687,20056206_App_Sub_013651,,,
1423600/1,59938,5,501,Maritime Coast,Limited Coast Assigned System,2025-09-25,2025-09-25,2026-09-22,1,Granted,9852166,,,,
1423716/1,20053835,2,203,Fixed,Point to Point,2026-04-11,2026-04-11,2028-05-19,1,Granted,9700800,,,,
1425073/1,20053835,2,203,Fixed,Point to Point,2026-04-11,2026-04-11,2028-05-19,1,Granted,9700963,,,,
1425369/1,455305,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-06-30,2026-06-30,2027-01-01,1,Granted,9725260,,,,
1425676/1,1412719,3,307,Land Mobile,Paging System - Exterior,2026-01-19,2026-01-19,2026-12-31,1,Granted,9725295,,,,
1426092/2,20062681,5,501,Maritime Coast,Limited Coast Assigned System,2026-06-21,2026-06-21,2027-07-31,1,Granted,12884115,,,,
1426603/4,20064675,3,303,Land Mobile,CBRS Repeater,2026-02-12,2026-02-12,2027-02-06,1,Granted,12866473,20025735_240169_resub,,,
1426660/1,1442121,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-03-05,2026-03-05,2027-03-26,1,Granted,9725591,,,,
1426662/1,1442121,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-03-05,2026-03-05,2027-03-26,1,Granted,9725595,,,,
1426663/1,1442121,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-03-05,2026-03-05,2027-03-26,1,Granted,9725597,,,,
1426684/1,20004872,3,307,Land Mobile,Paging System - Exterior,2026-04-24,2026-04-24,2027-04-30,1,Granted,9725603,,,,
1426732/1,1412719,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-01-19,2026-01-19,2026-12-31,1,Granted,9725619,,,,
1426757/1,270141,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-05-21,2026-05-21,2027-06-30,1,Granted,9725629,,,,
1426761/1,270141,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-05-21,2026-05-21,2027-06-30,1,Granted,9725638,,,,
1426771/1,270141,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-05-21,2026-05-21,2027-06-30,1,Granted,9725665,,,,
1426780/1,270141,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-05-21,2026-05-21,2027-06-30,1,Granted,9725682,,,,
1426885/1,20053835,2,203,Fixed,Point to Point,2026-04-11,2026-04-11,2028-05-19,1,Granted,9701209,,,,
1426893/1,20053835,2,203,Fixed,Point to Point,2026-04-11,2026-04-11,2028-05-19,1,Granted,9701213,,,,
1426909/1,20053835,2,203,Fixed,Point to Point,2026-04-11,2026-04-11,2028-05-19,1,Granted,9701215,,,,
1426941/1,20008300,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-08-28,2026-08-28,2027-09-10,1,Granted,9808973,,,,
1427198/3,52399,3,304,Land Mobile,Land Mobile System - > 30MHz,2025-10-29,2025-10-29,2026-10-16,1,Granted,12055829,20016317_JSMFAC11280,,,
1427199/2,52399,3,304,Land Mobile,Land Mobile System - > 30MHz,2025-10-29,2025-10-29,2026-10-16,1,Granted,9967470,1130096_SC589C,,,
1427201/2,52399,2,203,Fixed,Point to Point,2025-10-03,2025-10-03,2026-10-16,1,Granted,10196379,1130096_SC716D,,,
1427202/1,52399,2,203,Fixed,Point to Point,2025-10-03,2025-10-03,2026-10-16,1,Granted,9701302,,,,
1427376/1,514483,3,304,Land Mobile,Land Mobile System - > 30MHz,2025-12-01,2025-12-01,2026-12-13,1,Granted,9725922,,,,
1427866/1,435100,2,200,Fixed,Point to Multipoint,2025-09-12,2025-09-12,2026-09-23,1,Granted,9845425,,,,
1428003/1,20053835,2,203,Fixed,Point to Point,2026-04-11,2026-04-11,2028-05-19,1,Granted,9701429,,,,
142845/1,79946,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-05-11,2026-05-11,2027-05-30,1,Granted,9667081,,,,
1428481/1,1101084,3,308,Land Mobile,Paging System - Interior,2025-10-13,2025-10-13,2026-10-19,1,Granted,9808976,,,,
1428735/2,20036497,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-03-11,2026-03-11,2027-03-19,1,Granted,10441617,,,,
1428757/1,20015983,3,304,Land Mobile,Land Mobile System - > 30MHz,2025-09-12,2025-09-12,2026-10-21,1,Granted,9726618,,,,
1428758/2,20062681,3,304,Land Mobile,Land Mobile System - > 30MHz,2025-09-09,2025-09-09,2026-10-19,1,Granted,12862798,,,,
1428887/1,20053835,2,203,Fixed,Point to Point,2026-04-11,2026-04-11,2028-05-19,1,Granted,9701679,,,,
1428970/2,20021476,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-06-29,2026-06-29,2027-06-30,1,Granted,12937986,,,,
1429466/1,102982,3,304,Land Mobile,Land Mobile System - > 30MHz,2025-10-12,2025-10-12,2026-11-21,1,Granted,9727056,,,,
1429937/1,85149,2,200,Fixed,Point to Multipoint,2026-01-27,2026-01-27,2027-02-01,1,Granted,9701854,,,,
1429942/1,85149,2,200,Fixed,Point to Multipoint,2026-01-27,2026-01-27,2027-02-01,1,Granted,9701864,,,,
