ANTENNA_ID,AZ_TYPE,ANGLE_REF,ANGLE,ATTENUATION
80319,AZVV,0,304,43
80319,AZVV,0,312.5,36
80319,AZVV,0,322.5,36
80319,AZVV,0,325,33
80319,AZVV,0,330,33
80319,AZVV,0,330.01,32
80319,AZVV,0,335,32
80319,AZVV,0,339,30
80319,AZVV,0,345,30
80319,AZVV,0,346.5,24
80319,AZVV,0,351,24
80319,AZVV,0,351.5,22
80319,AZVV,0,352.5,22
80319,AZVV,0,354,22
80319,AZVV,0,355,18
80319,AZVV,0,355.5,14
80319,AZVV,0,357.35,14
80319,AZVV,0,357.5,12.79
80319,AZVV,0,358,7.04
80319,AZVV,0,358.5,3.59
80319,AZVV,0,359,1.49
80319,AZVV,0,359.5,0.2
80325,AZHH,0,0,0
80325,AZHH,0,0.5,0.05
80325,AZHH,0,1,0.65
80325,AZHH,0,1.5,1.79
80325,AZHH,0,2,3.41
80325,AZHH,0,2.5,5.58
80325,AZHH,0,3,8.55
80325,AZHH,0,3.5,12.29
80325,AZHH,0,3.83,16
80325,AZHH,0,4,18
80325,AZHH,0,7,18
80325,AZHH,0,9,24
80325,AZHH,0,11,24
80325,AZHH,0,14,32
80325,AZHH,0,15,32
80325,AZHH,0,17.5,32
80325,AZHH,0,21,35
80325,AZHH,0,25,35
80325,AZHH,0,30,35
80325,AZHH,0,37.5,38
80325,AZHH,0,55.5,38
80325,AZHH,0,75,48
80325,AZHH,0,100,60
80325,AZHH,0,180,60
80325,AZHH,0,260,60
80325,AZHH,0,285,48
80325,AZHH,0,304.5,38
80325,AZHH,0,322.5,38
80325,AZHH,0,330,35
80325,AZHH,0,335,35
80325,AZHH,0,339,35
80325,AZHH,0,342.5,32
80325,AZHH,0,345,32
80325,AZHH,0,346,32
80325,AZHH,0,349,24
80325,AZHH,0,351,24
80325,AZHH,0,353,18
80325,AZHH,0,356,18
80325,AZHH,0,356.17,16
80325,AZHH,0,356.5,12.29
80325,AZHH,0,357,8.55
80325,AZHH,0,357.5,5.58
80325,AZHH,0,358,3.41
80325,AZHH,0,358.5,1.79
80325,AZHH,0,359,0.65
80325,AZHH,0,359.5,0.05
80325,AZHV,0,0,30
80325,AZHV,0,4,30
80325,AZHV,0,7.5,44
80325,AZHV,0,10,44
80325,AZHV,0,12,48
80325,AZHV,0,15,50
80325,AZHV,0,22,50
80325,AZHV,0,27,54
80325,AZHV,0,45,54
80325,AZHV,0,53,58
80325,AZHV,0,60,60
80325,AZHV,0,180,60
80325,AZHV,0,300,60
80325,AZHV,0,307,58
80325,AZHV,0,315,54
80325,AZHV,0,333,54
80325,AZHV,0,338,50
80325,AZHV,0,345,50
80325,AZHV,0,348,48
80325,AZHV,0,350,44
80325,AZHV,0,352.5,44
80325,AZHV,0,356,30
80325,AZVH,0,0,30
80325,AZVH,0,4,30
80325,AZVH,0,5,37
80325,AZVH,0,7.5,37
80325,AZVH,0,15,50
80325,AZVH,0,30,52
80325,AZVH,0,40.5,54
80325,AZVH,0,60,54
80325,AZVH,0,75,62
80325,AZVH,0,180,62
80325,AZVH,0,285,62
80325,AZVH,0,300,54
80325,AZVH,0,319.5,54
80325,AZVH,0,330,52
80325,AZVH,0,345,50
80325,AZVH,0,352.5,37
80325,AZVH,0,355,37
80325,AZVH,0,356,30
80325,AZVV,0,0,0
80325,AZVV,0,0.5,0.11
80325,AZVV,0,1,0.65
80325,AZVV,0,1.5,1.68
80325,AZVV,0,2,3.3
80325,AZVV,0,2.5,5.41
80325,AZVV,0,3,8.12
80325,AZVV,0,3.5,11.75
80325,AZVV,0,4,16
80325,AZVV,0,4.17,18
80325,AZVV,0,6,18
80325,AZVV,0,7,21
80325,AZVV,0,9,24
80325,AZVV,0,10,24
80325,AZVV,0,14,30
80325,AZVV,0,15,30
80325,AZVV,0,17.5,30
80325,AZVV,0,20,32
80325,AZVV,0,22.5,34
80325,AZVV,0,30,35
80325,AZVV,0,40,35
80325,AZVV,0,45,36
80325,AZVV,0,50,36
80325,AZVV,0,60,40
80325,AZVV,0,90,60
80325,AZVV,0,180,60
80325,AZVV,0,270,60
80325,AZVV,0,300,40
80325,AZVV,0,310,36
80325,AZVV,0,315,36
80325,AZVV,0,320,35
80325,AZVV,0,330,35
80325,AZVV,0,337.5,34
80325,AZVV,0,340,32
80325,AZVV,0,342.5,30
80325,AZVV,0,345,30
80325,AZVV,0,346,30
80325,AZVV,0,350,24
80325,AZVV,0,351,24
80325,AZVV,0,353,21
80325,AZVV,0,354,18
80325,AZVV,0,355.83,18
80325,AZVV,0,356,16
80325,AZVV,0,356.5,11.75
80325,AZVV,0,357,8.12
80325,AZVV,0,357.5,5.41
80325,AZVV,0,358,3.3
80325,AZVV,0,358.5,1.68
80325,AZVV,0,359,0.65
80325,AZVV,0,359.5,0.11
80341,AZHH,0,0,0
80341,AZHH,0,0.5,0.57
80341,AZHH,0,1,2.27
80341,AZHH,0,1.5,5.1
80341,AZHH,0,2,9.07
80341,AZHH,0,3,14
80341,AZHH,0,8,26
80341,AZHH,0,12,33
80341,AZHH,0,21,40
80341,AZHH,0,32,42
80341,AZHH,0,60,47
80341,AZHH,0,100,62
80341,AZHH,0,180,62
80341,AZHH,0,260,62
80341,AZHH,0,300,47
80341,AZHH,0,328,42
80341,AZHH,0,339,40
80341,AZHH,0,348,33
80341,AZHH,0,352,26
80341,AZHH,0,357,14
80341,AZHH,0,358,9.07
80341,AZHH,0,358.5,5.1
80341,AZHH,0,359,2.27
80341,AZHH,0,359.5,0.57
80341,AZHV,0,0,30
80341,AZHV,0,1.5,30
80341,AZHV,0,9,49
80341,AZHV,0,19,55
80341,AZHV,0,46,58
80341,AZHV,0,63,62
80341,AZHV,0,180,62
80341,AZHV,0,297,62
80341,AZHV,0,314,58
80341,AZHV,0,341,55
80341,AZHV,0,351,49
80341,AZHV,0,358.5,30
80341,AZVH,0,0,30
80341,AZVH,0,1.5,30
80341,AZVH,0,7,50
80341,AZVH,0,19,56
80341,AZVH,0,58,62
80341,AZVH,0,180,62
80341,AZVH,0,302,62
80341,AZVH,0,341,56
80341,AZVH,0,353,50
80341,AZVH,0,358.5,30
80341,AZVV,0,0,0
80341,AZVV,0,0.5,0.57
80341,AZVV,0,1,2.27
80341,AZVV,0,1.5,5.1
80341,AZVV,0,2,9.07
80341,AZVV,0,3,13.8
80341,AZVV,0,8,29.3
80341,AZVV,0,12,33.8
80341,AZVV,0,18,38.8
80341,AZVV,0,30,39.8
80341,AZVV,0,52,62
80341,AZVV,0,180,62
80341,AZVV,0,308,62
80341,AZVV,0,330,39.8
80341,AZVV,0,342,38.8
80341,AZVV,0,348,33.8
80341,AZVV,0,352,29.3
80341,AZVV,0,357,13.8
80341,AZVV,0,358,9.07
80341,AZVV,0,358.5,5.1
80341,AZVV,0,359,2.27
80341,AZVV,0,359.5,0.57
80351,AZHH,0,0,0
80351,AZHH,0,0.5,0
80351,AZHH,0,1,0.22
80351,AZHH,0,1.5,0.7
80351,AZHH,0,2,1.3
80351,AZHH,0,2.5,2.17
80351,AZHH,0,3,3.25
80351,AZHH,0,3.5,4.38
80351,AZHH,0,4,5.79
80351,AZHH,0,4.5,7.52
80351,AZHH,0,5,9.5
80351,AZHH,0,5.5,11.69
80351,AZHH,0,6,14.67
80351,AZHH,0,6.5,18
80351,AZHH,0,10,18
80351,AZHH,0,13,22
80351,AZHH,0,15,22
80351,AZHH,0,16.5,22
80351,AZHH,0,22.5,27
80351,AZHH,0,25.5,29
80351,AZHH,0,30,30
80351,AZHH,0,35,32
80351,AZHH,0,45,37
80351,AZHH,0,52.5,40
80351,AZHH,0,57.5,42
80351,AZHH,0,60,42
80351,AZHH,0,68,48
80351,AZHH,0,75,52
80351,AZHH,0,82,52
80351,AZHH,0,90,57
80351,AZHH,0,180,57
80351,AZHH,0,270,57
80351,AZHH,0,278,52
80351,AZHH,0,285,52
80351,AZHH,0,292,48
80351,AZHH,0,300,42
80351,AZHH,0,302.5,42
80351,AZHH,0,307.5,40
80351,AZHH,0,315,37
80351,AZHH,0,325,32
80351,AZHH,0,330,30
80351,AZHH,0,334.5,29
80351,AZHH,0,337.5,27
80351,AZHH,0,343.5,22
80351,AZHH,0,345,22
80351,AZHH,0,347,22
80351,AZHH,0,350,18
80351,AZHH,0,353.5,18
80351,AZHH,0,354,14.67
80351,AZHH,0,354.5,11.69
80351,AZHH,0,355,9.5
80351,AZHH,0,355.5,7.52
80351,AZHH,0,356,5.79
80351,AZHH,0,356.5,4.38
80351,AZHH,0,357,3.25
80351,AZHH,0,357.5,2.17
80351,AZHH,0,358,1.3
80351,AZHH,0,358.5,0.7
80351,AZHH,0,359,0.22
80351,AZHH,0,359.5,0
80351,AZHV,0,0,32
80351,AZHV,0,3,32
80351,AZHV,0,4.5,40
80351,AZHV,0,5.5,44
80351,AZHV,0,10,44
80351,AZHV,0,15,48
80351,AZHV,0,17.5,52
80351,AZHV,0,30,52
80351,AZHV,0,37.5,54
80351,AZHV,0,42.5,54
80351,AZHV,0,50,59
80351,AZHV,0,180,59
80351,AZHV,0,310,59
80351,AZHV,0,317.5,54
80351,AZHV,0,322.5,54
80351,AZHV,0,330,52
80351,AZHV,0,342.5,52
80351,AZHV,0,345,48
80351,AZHV,0,350,44
80351,AZHV,0,354.5,44
80351,AZHV,0,355.5,40
80351,AZHV,0,357,32
80351,AZVH,0,0,32
80351,AZVH,0,3,32
80351,AZVH,0,4,38
80351,AZVH,0,5,40
80351,AZVH,0,6.5,42
80351,AZVH,0,10,44
80351,AZVH,0,15,48
80351,AZVH,0,27.5,48
80351,AZVH,0,32.5,54
80351,AZVH,0,37.5,56
80351,AZVH,0,45,60
80351,AZVH,0,60,60
80351,AZVH,0,180,60
80351,AZVH,0,300,60
80351,AZVH,0,315,60
80351,AZVH,0,322.5,56
80351,AZVH,0,327.5,54
80351,AZVH,0,332.5,48
80351,AZVH,0,345,48
80351,AZVH,0,350,44
80351,AZVH,0,353.5,42
80351,AZVH,0,355,40
80351,AZVH,0,356,38
80351,AZVH,0,357,32
80351,AZVV,0,0,0
80351,AZVV,0,0.5,0.11
80351,AZVV,0,1,0.32
80351,AZVV,0,1.5,0.87
80351,AZVV,0,2,1.62
80351,AZVV,0,2.5,2.76
80351,AZVV,0,3,3.9
80351,AZVV,0,3.5,5.41
80351,AZVV,0,4,7.2
80351,AZVV,0,4.5,9.26
80351,AZVV,0,5,11.31
80351,AZVV,0,5.5,13.9
80351,AZVV,0,6.1,16
80351,AZVV,0,8.5,16
80351,AZVV,0,10.5,18
80351,AZVV,0,12,20
80351,AZVV,0,15,21
80351,AZVV,0,19.5,28
80351,AZVV,0,22.5,30
80351,AZVV,0,30,30
80351,AZVV,0,37.5,30
80351,AZVV,0,42.5,32
80351,AZVV,0,47.5,36
80351,AZVV,0,52.5,40
80351,AZVV,0,60,44
80351,AZVV,0,67.75,48
80351,AZVV,0,75,50
80351,AZVV,0,82.5,54
80351,AZVV,0,100,57
80351,AZVV,0,180,57
80351,AZVV,0,260,57
80351,AZVV,0,277.5,54
80351,AZVV,0,285,50
80351,AZVV,0,292.25,48
80351,AZVV,0,300,44
80351,AZVV,0,307.5,40
80351,AZVV,0,312.5,36
80351,AZVV,0,317.5,32
80351,AZVV,0,322.5,30
80351,AZVV,0,330,30
80351,AZVV,0,337.5,30
80351,AZVV,0,340.5,28
80351,AZVV,0,345,21
80351,AZVV,0,348,20
80351,AZVV,0,349.5,18
80351,AZVV,0,351.5,16
80351,AZVV,0,353.9,16
80351,AZVV,0,354.5,13.9
80351,AZVV,0,355,11.31
80351,AZVV,0,355.5,9.26
80351,AZVV,0,356,7.2
80351,AZVV,0,356.5,5.41
80351,AZVV,0,357,3.9
80351,AZVV,0,357.5,2.76
80351,AZVV,0,358,1.62
80351,AZVV,0,358.5,0.87
80351,AZVV,0,359,0.32
80351,AZVV,0,359.5,0.11
80360,AZHH,0,0,0
80360,AZHH,0,0.5,0.1
80360,AZHH,0,1,0.33
80360,AZHH,0,1.5,1.01
80360,AZHH,0,2,2
80360,AZHH,0,2.5,3.11
80360,AZHH,0,3,4.67
80360,AZHH,0,3.5,6.6
80360,AZHH,0,4,8.93
80360,AZHH,0,4.5,11.7
80360,AZHH,0,5,15.9
80360,AZHH,0,5.5,19
80360,AZHH,0,13,19
80360,AZHH,0,15,24
80360,AZHH,0,17.5,31
80360,AZHH,0,45,31
80360,AZHH,0,54.5,44
80360,AZHH,0,75,44
80360,AZHH,0,90,52
80360,AZHH,0,120,52
80360,AZHH,0,120.01,54
80360,AZHH,0,180,54
80360,AZHH,0,240,54
80360,AZHH,0,240.01,52
80360,AZHH,0,270,52
80360,AZHH,0,285,44
80360,AZHH,0,305.5,44
80360,AZHH,0,315,31
80360,AZHH,0,342.5,31
80360,AZHH,0,345,24
80360,AZHH,0,347,19
80360,AZHH,0,354.5,19
80360,AZHH,0,355,15.9
80360,AZHH,0,355.5,11.7
80360,AZHH,0,356,8.93
80360,AZHH,0,356.5,6.6
80360,AZHH,0,357,4.67
80360,AZHH,0,357.5,3.11
80360,AZHH,0,358,2
80360,AZHH,0,358.5,1.01
80360,AZHH,0,359,0.33
80360,AZHH,0,359.5,0.1
80360,AZHV,0,0,30
80360,AZHV,0,4.5,30
80360,AZHV,0,7.5,38
80360,AZHV,0,12,44
80360,AZHV,0,15,44
80360,AZHV,0,44,44
80360,AZHV,0,60,56
80360,AZHV,0,82,56
80360,AZHV,0,90,58
80360,AZHV,0,180,58
80360,AZHV,0,270,58
80360,AZHV,0,278,56
80360,AZHV,0,300,56
80360,AZHV,0,316,44
80360,AZHV,0,345,44
80360,AZHV,0,348,44
80360,AZHV,0,352.5,38
80360,AZHV,0,355.5,30
80360,AZVH,0,0,30
80360,AZVH,0,4.5,30
80360,AZVH,0,6,38
80360,AZVH,0,10.5,38
80360,AZVH,0,15,46
80360,AZVH,0,45,46
80360,AZVH,0,50,48
80360,AZVH,0,75,48
80360,AZVH,0,90,57
80360,AZVH,0,180,57
80360,AZVH,0,270,57
80360,AZVH,0,285,48
80360,AZVH,0,310,48
80360,AZVH,0,315,46
80360,AZVH,0,345,46
80360,AZVH,0,349.5,38
80360,AZVH,0,354,38
80360,AZVH,0,355.5,30
80360,AZVV,0,0,0
80360,AZVV,0,0.5,0.1
80360,AZVV,0,1,0.33
80360,AZVV,0,1.5,1.01
80360,AZVV,0,2,2
80360,AZVV,0,2.5,3.51
80360,AZVV,0,3,5.5
80360,AZVV,0,3.5,7.6
80360,AZVV,0,4,10
80360,AZVV,0,4.5,12.2
80360,AZVV,0,5.2,15
80360,AZVV,0,6,18
80360,AZVV,0,8.5,18
80360,AZVV,0,10.5,22
80360,AZVV,0,15,23
80360,AZVV,0,22.5,26
80360,AZVV,0,30,28
80360,AZVV,0,35,34
80360,AZVV,0,55,34
80360,AZVV,0,60,40
80360,AZVV,0,75,47
80360,AZVV,0,90,55
80360,AZVV,0,180,55
80360,AZVV,0,270,55
80360,AZVV,0,285,47
80360,AZVV,0,300,40
80360,AZVV,0,305,34
80360,AZVV,0,325,34
80360,AZVV,0,330,28
80360,AZVV,0,337.5,26
80360,AZVV,0,345,23
80360,AZVV,0,349.5,22
80360,AZVV,0,351.5,18
80360,AZVV,0,354,18
80360,AZVV,0,354.8,15
80360,AZVV,0,355.5,12.2
80360,AZVV,0,356,10
80360,AZVV,0,356.5,7.6
80360,AZVV,0,357,5.5
80360,AZVV,0,357.5,3.51
80360,AZVV,0,358,2
80360,AZVV,0,358.5,1.01
80360,AZVV,0,359,0.33
80360,AZVV,0,359.5,0.1
80369,AZHH,0,0,0
80369,AZHH,0,0.5,0.7
80369,AZHH,0,1,6
80369,AZHH,0,1.4,16.2
80369,AZHH,0,2.5,23
80369,AZHH,0,3,23
80369,AZHH,0,3.5,26
80369,AZHH,0,5,26
80369,AZHH,0,5.01,27
80369,AZHH,0,6,30
80369,AZHH,0,10,30
80369,AZHH,0,10.01,36
80369,AZHH,0,15,36
80369,AZHH,0,20,40
80369,AZHH,0,25,40
80369,AZHH,0,30,42
80369,AZHH,0,30.01,43
80369,AZHH,0,60,43
80369,AZHH,0,90,68
80369,AZHH,0,180,68
80369,AZHH,0,270,68
80369,AZHH,0,300,43
80369,AZHH,0,330,43
80369,AZHH,0,330.01,42
80369,AZHH,0,335,40
80369,AZHH,0,340,40
80369,AZHH,0,345,36
80369,AZHH,0,350,36
80369,AZHH,0,350.01,30
80369,AZHH,0,354,30
80369,AZHH,0,355,27
80369,AZHH,0,355.01,26
80369,AZHH,0,356.5,26
80369,AZHH,0,357,23
80369,AZHH,0,357.5,23
80369,AZHH,0,358.6,16.2
80369,AZHH,0,359,6
80369,AZHH,0,359.5,0.7
80369,AZHV,0,0,34
80369,AZHV,0,2.5,34
80369,AZHV,0,5,40
80369,AZHV,0,10,50
80369,AZHV,0,30,50
80369,AZHV,0,30.01,51
80369,AZHV,0,60,53
80369,AZHV,0,85,68
80369,AZHV,0,180,68
80369,AZHV,0,275,68
80369,AZHV,0,300,53
80369,AZHV,0,330,51
80369,AZHV,0,330.01,50
80369,AZHV,0,350,50
80369,AZHV,0,355,40
80369,AZHV,0,357.5,34
80369,AZVH,0,0,34
80369,AZVH,0,2.4,34
80369,AZVH,0,10,43
80369,AZVH,0,12.5,50
80369,AZVH,0,15,50
80369,AZVH,0,30,50
80369,AZVH,0,30.01,51
80369,AZVH,0,55,51
80369,AZVH,0,90,68
80369,AZVH,0,180,68
80369,AZVH,0,270,68
80369,AZVH,0,305,51
80369,AZVH,0,330,51
80369,AZVH,0,330.01,50
80369,AZVH,0,345,50
80369,AZVH,0,347.5,50
80369,AZVH,0,350,43
80369,AZVH,0,357.6,34
80369,AZVV,0,0,0
80369,AZVV,0,0.5,0.7
80369,AZVV,0,1,6
80369,AZVV,0,1.4,16.2
80369,AZVV,0,1.8,24
80369,AZVV,0,3.2,24
80369,AZVV,0,5,26
80369,AZVV,0,5.01,32
80369,AZVV,0,10,32
80369,AZVV,0,15,40
80369,AZVV,0,30,41
80369,AZVV,0,30.01,45.7
80369,AZVV,0,70,47
80369,AZVV,0,90,68
80369,AZVV,0,180,68
80369,AZVV,0,270,68
80369,AZVV,0,290,47
80369,AZVV,0,330,45.7
80369,AZVV,0,330.01,41
80369,AZVV,0,345,40
80369,AZVV,0,350,32
80369,AZVV,0,355,32
80369,AZVV,0,355.01,26
80369,AZVV,0,356.8,24
80369,AZVV,0,358.2,24
80369,AZVV,0,358.6,16.2
80369,AZVV,0,359,6
80369,AZVV,0,359.5,0.7
80371,AZHH,0,0,0
80371,AZHH,0,0.5,0
80371,AZHH,0,1,0.44
80371,AZHH,0,1.5,1.05
80371,AZHH,0,2,2.1
80371,AZHH,0,2.5,3.38
80371,AZHH,0,3,5.11
80371,AZHH,0,3.5,7.55
80371,AZHH,0,4,10.15
80371,AZHH,0,4.5,13.37
80371,AZHH,0,5,15
80371,AZHH,0,7.5,15
80371,AZHH,0,9,18
80371,AZHH,0,10.5,22
80371,AZHH,0,15,22
80371,AZHH,0,19,30
80371,AZHH,0,30,30
80371,AZHH,0,42.5,30
80371,AZHH,0,50,36
80371,AZHH,0,60,36
80371,AZHH,0,67,36
80371,AZHH,0,90,50
80371,AZHH,0,98,50
80371,AZHH,0,105,53
80371,AZHH,0,180,53
80371,AZHH,0,255,53
80371,AZHH,0,262,50
80371,AZHH,0,270,50
80371,AZHH,0,293,36
80371,AZHH,0,300,36
80371,AZHH,0,310,36
80371,AZHH,0,317.5,30
80371,AZHH,0,330,30
80371,AZHH,0,341,30
80371,AZHH,0,345,22
80371,AZHH,0,349.5,22
80371,AZHH,0,351,18
80371,AZHH,0,352.5,15
80371,AZHH,0,355,15
80371,AZHH,0,355.5,13.37
80371,AZHH,0,356,10.15
80371,AZHH,0,356.5,7.55
80371,AZHH,0,357,5.11
80371,AZHH,0,357.5,3.38
80371,AZHH,0,358,2.1
80371,AZHH,0,358.5,1.05
80371,AZHH,0,359,0.44
80371,AZHH,0,359.5,0
80371,AZHV,0,0,30
80371,AZHV,0,4.5,30
80371,AZHV,0,7.5,38
80371,AZHV,0,10.5,42
80371,AZHV,0,15,44
80371,AZHV,0,22.5,44
80371,AZHV,0,27.5,47
80371,AZHV,0,32.5,50
80371,AZHV,0,45,50
80371,AZHV,0,50,53
80371,AZHV,0,83,53
80371,AZHV,0,95,56
80371,AZHV,0,180,56
80371,AZHV,0,265,56
80371,AZHV,0,277,53
80371,AZHV,0,310,53
80371,AZHV,0,315,50
80371,AZHV,0,327.5,50
80371,AZHV,0,332.5,47
80371,AZHV,0,337.5,44
80371,AZHV,0,345,44
80371,AZHV,0,349.5,42
80371,AZHV,0,352.5,38
80371,AZHV,0,355.5,30
80371,AZVH,0,0,30
80371,AZVH,0,4.5,30
80371,AZVH,0,7,40
80371,AZVH,0,9,44
80371,AZVH,0,10,46
80371,AZVH,0,13,46
80371,AZVH,0,15,48
80371,AZVH,0,50,48
80371,AZVH,0,56,53
80371,AZVH,0,75,53
80371,AZVH,0,90,55
80371,AZVH,0,180,55
80371,AZVH,0,270,55
80371,AZVH,0,285,53
80371,AZVH,0,304,53
80371,AZVH,0,310,48
80371,AZVH,0,345,48
80371,AZVH,0,347,46
80371,AZVH,0,350,46
80371,AZVH,0,351,44
80371,AZVH,0,353,40
80371,AZVH,0,355.5,30
80371,AZVV,0,0,0
80371,AZVV,0,1,0.47
80371,AZVV,0,1.5,1.35
80371,AZVV,0,2,2.57
80371,AZVV,0,2.5,4.47
80371,AZVV,0,3,6.7
80371,AZVV,0,3.5,10
80371,AZVV,0,3.75,12
80371,AZVV,0,6,12
80371,AZVV,0,8,12
80371,AZVV,0,10,18
80371,AZVV,0,15,18
80371,AZVV,0,18,26
80371,AZVV,0,20,28
80371,AZVV,0,27.5,28
80371,AZVV,0,30,30
80371,AZVV,0,37.5,30
80371,AZVV,0,40,32
80371,AZVV,0,52.5,32
80371,AZVV,0,58,35
80371,AZVV,0,67,41
80371,AZVV,0,75,41
80371,AZVV,0,96,53
80371,AZVV,0,180,53
80371,AZVV,0,264,53
80371,AZVV,0,285,41
80371,AZVV,0,293,41
80371,AZVV,0,302,35
80371,AZVV,0,307.5,32
80371,AZVV,0,320,32
80371,AZVV,0,322.5,30
80371,AZVV,0,330,30
80371,AZVV,0,332.5,28
80371,AZVV,0,340,28
80371,AZVV,0,342,26
80371,AZVV,0,345,18
80371,AZVV,0,350,18
80371,AZVV,0,352,12
80371,AZVV,0,354,12
80371,AZVV,0,356.25,12
80371,AZVV,0,356.5,10
80371,AZVV,0,357,6.7
80371,AZVV,0,357.5,4.47
80371,AZVV,0,358,2.57
80371,AZVV,0,358.5,1.35
80371,AZVV,0,359,0.47
80388,AZHH,0,0,0
80388,AZHH,0,0.19,0.41
80388,AZHH,0,0.38,1.83
80388,AZHH,0,0.57,4.47
80388,AZHH,0,0.75,9.14
80388,AZHH,0,0.94,16
80388,AZHH,0,1.69,16
80388,AZHH,0,2,22
80388,AZHH,0,3,22
80388,AZHH,0,3.5,28
80388,AZHH,0,4,34
80388,AZHH,0,7,34
80388,AZHH,0,10,40
80388,AZHH,0,13,46
80388,AZHH,0,15,46
80388,AZHH,0,17.5,46
80388,AZHH,0,20,48
80388,AZHH,0,40,48
80388,AZHH,0,45,50
80388,AZHH,0,50,52
80388,AZHH,0,55,52
80388,AZHH,0,60,54
80388,AZHH,0,67.5,56
80388,AZHH,0,92,74
80388,AZHH,0,180,74
80388,AZHH,0,268,74
80388,AZHH,0,292.5,56
80388,AZHH,0,300,54
80388,AZHH,0,305,52
80388,AZHH,0,310,52
80388,AZHH,0,315,50
80388,AZHH,0,320,48
80388,AZHH,0,340,48
80388,AZHH,0,342.5,46
80388,AZHH,0,345,46
80388,AZHH,0,347,46
80388,AZHH,0,350,40
80388,AZHH,0,353,34
80388,AZHH,0,356,34
80388,AZHH,0,356.5,28
80388,AZHH,0,357,22
80388,AZHH,0,358,22
80388,AZHH,0,358.31,16
80388,AZHH,0,359.06,16
80388,AZHH,0,359.25,9.14
80388,AZHH,0,359.43,4.47
80388,AZHH,0,359.62,1.83
80388,AZHH,0,359.81,0.41
80388,AZHV,0,0,30
80388,AZHV,0,0.8,30
80388,AZHV,0,1.3,34
80388,AZHV,0,2.5,34
80388,AZHV,0,4.5,47
80388,AZHV,0,5.5,47
80388,AZHV,0,7,54
80388,AZHV,0,9,56
80388,AZHV,0,15,56
80388,AZHV,0,20,62
80388,AZHV,0,27,62
80388,AZHV,0,45,64
80388,AZHV,0,67.5,68
80388,AZHV,0,82.5,74
80388,AZHV,0,95,79
80388,AZHV,0,180,79
80388,AZHV,0,265,79
80388,AZHV,0,277.5,74
80388,AZHV,0,292.5,68
80388,AZHV,0,315,64
80388,AZHV,0,333,62
80388,AZHV,0,340,62
80388,AZHV,0,345,56
80388,AZHV,0,351,56
80388,AZHV,0,353,54
80388,AZHV,0,354.5,47
80388,AZHV,0,355.5,47
80388,AZHV,0,357.5,34
80388,AZHV,0,358.7,34
80388,AZHV,0,359.2,30
80388,AZVH,0,0,30
80388,AZVH,0,1.03,30
80388,AZVH,0,2,36
80388,AZVH,0,3,36
80388,AZVH,0,5,46
80388,AZVH,0,6,46
80388,AZVH,0,8,54
80388,AZVH,0,10,54
80388,AZVH,0,12.5,58
80388,AZVH,0,15,58
80388,AZVH,0,17.5,60
80388,AZVH,0,27.5,60
80388,AZVH,0,32.5,61
80388,AZVH,0,40,61
80388,AZVH,0,45,62
80388,AZVH,0,50,63
80388,AZVH,0,55,66
80388,AZVH,0,60,70
80388,AZVH,0,75,70
80388,AZVH,0,90,78
80388,AZVH,0,180,78
80388,AZVH,0,270,78
80388,AZVH,0,285,70
80388,AZVH,0,300,70
80388,AZVH,0,305,66
80388,AZVH,0,310,63
80388,AZVH,0,315,62
80388,AZVH,0,320,61
80388,AZVH,0,327.5,61
80388,AZVH,0,332.5,60
80388,AZVH,0,342.5,60
80388,AZVH,0,345,58
80388,AZVH,0,347.5,58
80388,AZVH,0,350,54
80388,AZVH,0,352,54
80388,AZVH,0,354,46
80388,AZVH,0,355,46
80388,AZVH,0,357,36
80388,AZVH,0,358,36
80388,AZVH,0,358.97,30
80388,AZVV,0,0,0
80388,AZVV,0,0.19,0.41
80388,AZVV,0,0.37,2.1
80388,AZVV,0,0.56,5.35
80388,AZVV,0,0.75,11.1
80388,AZVV,0,0.81,13
80388,AZVV,0,1.51,13
80388,AZVV,0,1.89,20
80388,AZVV,0,3,20
80388,AZVV,0,4,26
80388,AZVV,0,4.5,26
80388,AZVV,0,5.5,32
80388,AZVV,0,7.5,36
80388,AZVV,0,8.5,36
80388,AZVV,0,10.5,40
80388,AZVV,0,15,45
80388,AZVV,0,22.5,48
80388,AZVV,0,30,48
80388,AZVV,0,37.5,50
80388,AZVV,0,45,50
80388,AZVV,0,52.5,52
80388,AZVV,0,60,52
80388,AZVV,0,61.5,52
80388,AZVV,0,90,74
80388,AZVV,0,180,74
80388,AZVV,0,270,74
80388,AZVV,0,298.5,52
80388,AZVV,0,300,52
80388,AZVV,0,307.5,52
80388,AZVV,0,315,50
80388,AZVV,0,322.5,50
80388,AZVV,0,330,48
80388,AZVV,0,337.5,48
80388,AZVV,0,345,45
80388,AZVV,0,349.5,40
80388,AZVV,0,351.5,36
80388,AZVV,0,352.5,36
80388,AZVV,0,354.5,32
80388,AZVV,0,355.5,26
80388,AZVV,0,356,26
80388,AZVV,0,357,20
80388,AZVV,0,358.11,20
80388,AZVV,0,358.49,13
80388,AZVV,0,359.19,13
80388,AZVV,0,359.25,11.1
80388,AZVV,0,359.44,5.35
80388,AZVV,0,359.63,2.1
80388,AZVV,0,359.81,0.41
80396,AZHH,0,0,0
80396,AZHH,0,0.16,0.03
80396,AZHH,0,0.25,0.3
