LICENCE_NO,CLIENT_NO,SV_ID,SS_ID,LICENCE_TYPE_NAME,LICENCE_CATEGORY_NAME,DATE_ISSUED,DATE_OF_EFFECT,DATE_OF_EXPIRY,STATUS,STATUS_TEXT,AP_ID,AP_PRJ_IDENT,SHIP_NAME,BSL_NO,AWL_TYPE
10586029/1,56139,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-02-09,2026-02-09,2027-03-01,1,Granted,10587654,20016317_JSMFAC4671,,,
10586030/1,56139,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-02-09,2026-02-09,2027-03-01,1,Granted,10587655,20016317_JSMFAC4671,,,
10592126/1,401054,8,800,Aeronautical,Aeronautical Assigned System,2026-06-19,2026-06-19,2027-06-30,1,Granted,10593175,1144246_BDN_GRS,,,
10596287/2,1170554,2,203,Fixed,Point to Point,2025-08-08,2025-08-08,2026-08-29,1,Granted,10603741,1148302_App_Sub_000819,,,
10596288/2,1170554,2,203,Fixed,Point to Point,2025-08-08,2025-08-08,2026-08-29,1,Granted,10603742,1148302_App_Sub_000819,,,
10598402/1,20027621,3,304,Land Mobile,Land Mobile System - > 30MHz,2025-12-24,2025-12-24,2027-01-05,1,Granted,10598970,20016317_JSMFAC4788,,,
10598403/1,20027621,3,304,Land Mobile,Land Mobile System - > 30MHz,2025-12-24,2025-12-24,2027-01-05,1,Granted,10598971,20016317_JSMFAC4788,,,
10599320/1,1149151,2,203,Fixed,Point to Point,2026-05-25,2026-05-25,2027-05-31,1,Granted,10600084,20011258_QR42_2,,,
106008/1,53012,3,308,Land Mobile,Paging System - Interior,2026-03-17,2026-03-17,2027-04-05,1,Granted,9665726,,,,
10603031/1,58050,2,203,Fixed,Point to Point,2026-04-20,2026-04-20,2027-05-04,1,Granted,10604060,20016317_JSMFAC4833,,,
10603032/1,58050,2,203,Fixed,Point to Point,2026-04-20,2026-04-20,2027-05-04,1,Granted,10604061,20016317_JSMFAC4833,,,
10608584/1,20020654,1,104,Broadcasting,Narrowband Area Service station(s),2026-05-04,2026-05-04,2027-04-29,1,Granted,10609434,20016317_JSMFAC4902,,,
10609546/1,525851,2,203,Fixed,Point to Point,2026-05-22,2026-05-22,2027-06-30,1,Granted,10610022,1148302_App_Sub_000903,,,
10618646/1,1409360,2,203,Fixed,Point to Point,2026-04-13,2026-04-13,2027-05-01,1,Granted,10620470,1130095_App_Sub_001018,,,
10618647/1,1409360,2,203,Fixed,Point to Point,2026-04-13,2026-04-13,2027-05-01,1,Granted,10620471,1130095_App_Sub_001018,,,
106206/1,53416,5,502,Maritime Coast,Limited Coast Marine Rescue,2026-07-22,2026-07-22,2027-08-31,1,Granted,9633834,,,,
10632315/1,1401916,2,203,Fixed,Point to Point,2025-08-21,2025-08-21,2026-09-30,1,Granted,10633241,20016317_JSMFAC5086,,,
10632316/1,1401916,2,203,Fixed,Point to Point,2025-08-21,2025-08-21,2026-09-30,1,Granted,10633242,20016317_JSMFAC5086,,,
10633202/1,20000768,5,501,Maritime Coast,Limited Coast Assigned System,2024-06-21,2024-06-21,2029-06-26,1,Granted,10633388,1148302_App_Sub_001170,,,
10633203/1,20000768,5,501,Maritime Coast,Limited Coast Assigned System,2024-06-21,2024-06-21,2029-06-26,1,Granted,10633389,1148302_App_Sub_001170,,,
10633204/1,20000768,5,501,Maritime Coast,Limited Coast Assigned System,2024-06-21,2024-06-21,2029-06-26,1,Granted,10633390,1148302_App_Sub_001170,,,
10633205/1,20000768,5,501,Maritime Coast,Limited Coast Assigned System,2024-06-21,2024-06-21,2029-06-26,1,Granted,10633391,1148302_App_Sub_001170,,,
10633206/1,20000768,5,501,Maritime Coast,Limited Coast Assigned System,2024-06-21,2024-06-21,2029-06-26,1,Granted,10633392,1148302_App_Sub_001170,,,
10633207/1,20000768,5,501,Maritime Coast,Limited Coast Assigned System,2024-06-21,2024-06-21,2029-06-26,1,Granted,10633393,1148302_App_Sub_001170,,,
10633208/1,20000768,5,501,Maritime Coast,Limited Coast Assigned System,2024-06-21,2024-06-21,2029-06-26,1,Granted,10633394,1148302_App_Sub_001170,,,
10633209/1,20000768,5,501,Maritime Coast,Limited Coast Assigned System,2024-06-21,2024-06-21,2029-06-26,1,Granted,10633395,1148302_App_Sub_001170,,,
10633258/1,1144284,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-05-15,2026-05-15,2027-05-23,1,Granted,10633837,20038343_RCS342_1,,,
10633259/1,1144284,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-05-15,2026-05-15,2027-05-23,1,Granted,10633838,20038343_RCS342_2,,,
10633260/1,1144284,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-05-15,2026-05-15,2027-05-23,1,Granted,10633839,20038343_RCS342_3,,,
10633261/1,1144284,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-05-15,2026-05-15,2027-05-23,1,Granted,10633840,20038343_RCS342_4,,,
10633284/1,1144284,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-05-15,2026-05-15,2027-05-23,1,Granted,10633842,20038343_RCS342_5,,,
10633285/2,1144284,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-05-15,2026-05-15,2027-05-23,1,Granted,10780920,20011258_RCS366_1,,,
10633286/2,1144284,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-05-15,2026-05-15,2027-05-23,1,Granted,10780927,20011258_RCS366_2,,,
10633308/1,1144284,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-05-15,2026-05-15,2027-05-23,1,Granted,10633845,20038343_RCS342_8,,,
10633396/1,1144284,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-05-15,2026-05-15,2027-05-23,1,Granted,10633848,20038343_RCS342_9,,,
10633410/1,1144284,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-05-15,2026-05-15,2027-05-23,1,Granted,10633969,20038343_RCS342_10,,,
10639584/1,20008537,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-06-24,2026-06-24,2027-07-15,1,Granted,10640644,20038343_LMS_RIC112_resub,,,
10643782/1,555861,2,203,Fixed,Point to Point,2026-03-02,2026-03-02,2027-02-28,1,Granted,10644980,20038343_P2P_PC542,,,
10645071/2,1147832,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-04-29,2026-04-29,2027-05-06,1,Granted,11367356,20011258_NX603_1,,,
10645074/2,1147832,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-04-29,2026-04-29,2027-05-06,1,Granted,11367357,20011258_NX603_2,,,
10645075/2,1147832,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-04-29,2026-04-29,2027-05-06,1,Granted,11367358,20011258_NX603_3,,,
10645078/2,1147832,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-04-29,2026-04-29,2027-05-06,1,Granted,11367360,20011258_NX603_4,,,
10645079/2,1147832,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-04-29,2026-04-29,2027-05-06,1,Granted,11367363,20011258_NX603_5,,,
10645080/2,1147832,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-04-29,2026-04-29,2027-05-06,1,Granted,11367364,20011258_NX603_6,,,
10645103/1,20026547,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-06-24,2026-06-24,2027-06-16,1,Granted,10646702,1148302_App_Sub_001266,,,
10645104/1,20026547,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-06-24,2026-06-24,2027-06-16,1,Granted,10646703,1148302_App_Sub_001266,,,
10648438/1,521072,3,304,Land Mobile,Land Mobile System - > 30MHz,2025-08-29,2025-08-29,2026-09-30,1,Granted,10649508,20016317_JSMFAC5189,,,
10652151/1,79916,2,203,Fixed,Point to Point,2026-04-23,2026-04-22,2027-05-28,1,Granted,10652673,20038343_P2P_GD500,,,
10655900/1,86206,2,203,Fixed,Point to Point,2026-03-30,2026-03-30,2027-03-01,1,Granted,10656324,1148302_App_Sub_001443,,,
10660717/1,58050,2,203,Fixed,Point to Point,2026-04-20,2026-04-20,2027-05-04,1,Granted,10661032,1148302_App_Sub_001515,,,
10660718/1,58050,2,203,Fixed,Point to Point,2026-04-20,2026-04-20,2027-05-04,1,Granted,10661033,1148302_App_Sub_001515,,,
10665518/1,58050,5,502,Maritime Coast,Limited Coast Marine Rescue,2026-04-20,2026-04-20,2027-05-04,1,Granted,10668123,20016317_JSMFAC5373,,,
10670021/1,1147602,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-06-07,2026-06-07,2027-07-17,1,Granted,10670243,1148302_App_Sub_001629,,,
10670022/1,1147602,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-06-07,2026-06-07,2027-07-17,1,Granted,10670244,1148302_App_Sub_001629,,,
106702/1,53733,3,303,Land Mobile,CBRS Repeater,2025-08-05,2025-08-05,2026-09-12,1,Granted,9811640,,,,
10672194/1,51920,3,304,Land Mobile,Land Mobile System - > 30MHz,2025-08-15,2025-08-15,2026-07-26,1,Granted,10672194,20038343_LMS_KCM25,,,
106735/1,53823,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-02-06,2026-02-06,2027-02-14,1,Granted,9665746,,,,
10678354/1,8129031,2,203,Fixed,Point to Point,2026-04-23,2026-04-22,2027-05-31,1,Granted,10678800,1148302_App_Sub_001797,,,
10678355/1,8129031,2,203,Fixed,Point to Point,2026-04-23,2026-04-22,2027-05-31,1,Granted,10678801,1148302_App_Sub_001797,,,
10678356/3,8129031,2,203,Fixed,Point to Point,2026-04-22,2026-04-22,2027-05-31,1,Granted,12315457,20056436_App_Sub_012185,,,
10678357/4,8129031,2,203,Fixed,Point to Point,2026-04-22,2026-04-22,2027-05-31,1,Granted,12315456,20056436_App_Sub_012185,,,
10679232/1,1147832,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-04-29,2026-04-29,2027-05-06,1,Granted,10680067,20038343_RCS354_1,,,
10679234/1,1147832,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-04-29,2026-04-29,2027-05-06,1,Granted,10680069,20038343_RCS354_2,,,
10679236/1,1147832,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-04-29,2026-04-29,2027-05-06,1,Granted,10680071,20038343_RCS354_3,,,
10679237/1,1147832,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-04-29,2026-04-29,2027-05-06,1,Granted,10680072,20038343_RCS354_4,,,
10680101/1,75345,3,304,Land Mobile,Land Mobile System - > 30MHz,2025-09-17,2025-09-17,2026-10-26,1,Granted,10680539,20038343_LMS_PC547,,,
10685440/1,20041030,3,304,Land Mobile,Land Mobile System - > 30MHz,2025-08-07,2025-08-07,2026-08-08,1,Granted,10685756,20038343_LMS_GD553,,,
10697814/2,1140609,3,304,Land Mobile,Land Mobile System - > 30MHz,2025-07-31,2025-07-31,2026-08-13,1,Granted,12244847,1130096_GM163Aa,,,
10697815/2,1140609,3,304,Land Mobile,Land Mobile System - > 30MHz,2025-07-31,2025-07-31,2026-08-13,1,Granted,12244848,1130096_GM163B,,,
106992/1,54167,5,502,Maritime Coast,Limited Coast Marine Rescue,2026-01-11,2026-01-11,2027-02-20,1,Granted,9633844,,,,
10724672/1,20039815,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-02-20,2026-02-20,2027-03-23,1,Granted,10725724,20038343_LMS_RCS359,,,
10728276/2,20047597,3,302,Land Mobile,Ambulatory System,2025-08-05,2025-08-05,2026-09-01,1,Granted,11257422,1148302_App_Sub_002047,,,
10729779/1,20008537,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-06-24,2026-06-24,2027-07-15,1,Granted,10729991,20038343_LMS_RIC117,,,
10731183/1,75345,2,203,Fixed,Point to Point,2025-09-02,2025-09-02,2026-09-11,1,Granted,10731557,20038343_P2P_PC548_1,,,
10732250/1,20004872,3,307,Land Mobile,Paging System - Exterior,2026-04-24,2026-04-24,2027-04-30,1,Granted,10732736,20038343_Ext_Paging_GD567,,,
10732652/1,20017363,2,203,Fixed,Point to Point,2025-08-09,2025-08-09,2026-09-17,1,Granted,10732871,20029601_APP_OP-50626-50627,,,
10732653/2,20017363,2,203,Fixed,Point to Point,2025-08-09,2025-08-09,2026-09-17,1,Granted,12451632,20029601_APP_OP-01403,,,
10734699/1,1144573,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-06-12,2026-06-12,2027-06-18,1,Granted,10734727,1130096_SC910A,,,
10734702/1,1144573,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-06-12,2026-06-12,2027-06-18,1,Granted,10734728,1130096_SC910E,,,
10734703/1,1144573,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-06-12,2026-06-12,2027-06-18,1,Granted,10734729,1130096_SC910B,,,
10734704/1,1144573,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-06-12,2026-06-12,2027-06-18,1,Granted,10734730,1130096_SC910F,,,
10734705/1,1144573,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-06-12,2026-06-12,2027-06-18,1,Granted,10734732,1130096_SC910C,,,
10734706/1,1144573,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-06-12,2026-06-12,2027-06-18,1,Granted,10734733,1130096_SC910D,,,
10735460/1,20041489,3,304,Land Mobile,Land Mobile System - > 30MHz,2025-09-26,2025-09-26,2026-09-26,1,Granted,10736723,20038343_NCS102_1,,,
10735463/1,20041489,3,304,Land Mobile,Land Mobile System - > 30MHz,2025-09-26,2025-09-26,2026-09-26,1,Granted,10736724,20038343_NCS102_2,,,
10735465/1,20041489,3,304,Land Mobile,Land Mobile System - > 30MHz,2025-09-26,2025-09-26,2026-09-26,1,Granted,10736726,20038343_NCS102_3,,,
10735467/1,20041489,3,304,Land Mobile,Land Mobile System - > 30MHz,2025-09-26,2025-09-26,2026-09-26,1,Granted,10736727,20038343_NCS102_4,,,
10735468/1,20041489,3,304,Land Mobile,Land Mobile System - > 30MHz,2025-09-26,2025-09-26,2026-09-26,1,Granted,10736728,20038343_NCS102_5,,,
10735469/1,20041489,3,304,Land Mobile,Land Mobile System - > 30MHz,2025-09-26,2025-09-26,2026-09-26,1,Granted,10736729,20038343_NCS102_6,,,
10737438/1,1104905,3,304,Land Mobile,Land Mobile System - > 30MHz,2025-07-24,2025-07-24,2026-07-20,10,Expired,10737854,1148302_App_Sub_002398,,,
10740846/1,1104905,3,304,Land Mobile,Land Mobile System - > 30MHz,2025-07-24,2025-07-24,2026-07-20,10,Expired,10740846,1148302_App_Sub_002398,,,
10749654/1,525851,2,203,Fixed,Point to Point,2026-05-22,2026-05-22,2027-06-30,1,Granted,10750655,1130095_App_Sub_002516,,,
10749655/1,525851,2,203,Fixed,Point to Point,2026-05-22,2026-05-22,2027-06-30,1,Granted,10750656,1130095_App_Sub_002516,,,
10749678/2,8129031,2,203,Fixed,Point to Point,2026-04-22,2026-04-22,2027-05-31,1,Granted,11775895,20006728_NBN_ptpt_4BIL_VAR3_120922,,,
10750398/1,20008537,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-06-24,2026-06-24,2027-07-15,1,Granted,10750398,1143026_RIC118,,,
10757259/1,1401916,2,203,Fixed,Point to Point,2025-08-21,2025-08-21,2026-09-30,1,Granted,10757967,20016317_JSMFAC5886,,,
10757754/1,1147602,5,501,Maritime Coast,Limited Coast Assigned System,2026-06-07,2026-06-07,2027-07-17,1,Granted,10758721,1130095_App_Sub_002596,,,
10757755/1,1147602,5,501,Maritime Coast,Limited Coast Assigned System,2026-06-07,2026-06-07,2027-07-17,1,Granted,10758722,1130095_App_Sub_002596,,,
10757756/1,1147602,5,501,Maritime Coast,Limited Coast Assigned System,2026-06-07,2026-06-07,2027-07-17,1,Granted,10758723,1130095_App_Sub_002596,,,
10757757/1,1147602,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-06-07,2026-06-07,2027-07-17,1,Granted,10758593,1130095_App_Sub_002597,,,
10757758/1,1147602,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-06-07,2026-06-07,2027-07-17,1,Granted,10758594,1130095_App_Sub_002597,,,
10758666/1,1147602,5,501,Maritime Coast,Limited Coast Assigned System,2026-06-07,2026-06-07,2027-07-17,1,Granted,10761858,1130095_App_Sub_002620,,,
10761703/1,1147602,5,501,Maritime Coast,Limited Coast Assigned System,2026-06-07,2026-06-07,2027-07-17,1,Granted,10761703,1130095_App_Sub_002620,,,
10762489/1,401054,2,203,Fixed,Point to Point,2026-06-19,2026-06-19,2027-06-30,1,Granted,10762719,20006604_AsA_01_6FX_BNE_2nd,,,
10762490/1,401054,2,203,Fixed,Point to Point,2026-06-19,2026-06-19,2027-06-30,1,Granted,10762720,20006604_AsA_01_6FX_BNE_2nd,,,
10762508/1,521072,2,203,Fixed,Point to Point,2025-08-29,2025-08-29,2026-09-30,1,Granted,10762803,20016317_JSMFAC5920,,,
10762773/1,31823,2,203,Fixed,Point to Point,2026-07-14,2026-07-14,2027-07-01,1,Granted,10762773,1148302_App_Sub_002659,,,
10763265/1,1149151,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-05-25,2026-05-25,2027-05-31,1,Granted,10764748,20038343_QR54_1,,,
10763355/1,1149151,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-05-25,2026-05-25,2027-05-31,1,Granted,10764749,20038343_QR54_2,,,
10763436/1,1149151,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-05-25,2026-05-25,2027-05-31,1,Granted,10764750,20038343_QR54_3,,,
10764860/1,1149151,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-05-25,2026-05-25,2027-05-31,1,Granted,10764860,20038343_QR54_4,,,
10764999/1,401054,2,203,Fixed,Point to Point,2026-06-19,2026-06-19,2027-06-30,1,Granted,10766548,20006604_AsA_01_FX04_BNE,,,
10766809/1,31823,2,203,Fixed,Point to Point,2026-07-14,2026-07-14,2027-07-01,1,Granted,10766809,1148302_App_Sub_002718,,,
10774613/1,1144435,2,200,Fixed,Point to Multipoint,2026-03-19,2026-03-19,2027-03-17,1,Granted,10775210,20011258_SEQ04_1,,,
10774614/1,1144435,2,200,Fixed,Point to Multipoint,2026-03-19,2026-03-19,2027-03-17,1,Granted,10775211,20011258_SEQ04_2,,,
10774615/1,1144435,2,200,Fixed,Point to Multipoint,2026-03-19,2026-03-19,2027-03-17,1,Granted,10775212,20011258_SEQ04_3,,,
10774616/1,1144435,2,200,Fixed,Point to Multipoint,2026-03-19,2026-03-19,2027-03-17,1,Granted,10775213,20011258_SEQ04_4,,,
10774617/1,1144435,2,200,Fixed,Point to Multipoint,2026-03-19,2026-03-19,2027-03-17,1,Granted,10775214,20011258_SEQ04_5,,,
10775234/1,20053835,2,203,Fixed,Point to Point,2026-04-11,2026-04-11,2028-05-19,1,Granted,10775458,1148302_App_Sub_002905,,,
10775742/1,1144435,2,200,Fixed,Point to Multipoint,2026-03-19,2026-03-19,2027-03-17,1,Granted,10775974,20011258_SEQ04_6,,,
10775743/1,1144435,2,200,Fixed,Point to Multipoint,2026-03-19,2026-03-19,2027-03-17,1,Granted,10775975,20011258_SEQ04_7,,,
10775744/1,1144435,2,200,Fixed,Point to Multipoint,2026-03-19,2026-03-19,2027-03-17,1,Granted,10775976,20011258_SEQ04_8,,,
10775745/1,1144435,2,200,Fixed,Point to Multipoint,2026-03-19,2026-03-19,2027-03-17,1,Granted,10775977,20011258_SEQ04_9,,,
10775746/1,1144435,2,200,Fixed,Point to Multipoint,2026-03-19,2026-03-19,2027-03-17,1,Granted,10775978,20011258_SEQ04_10,,,
10775747/1,1144435,2,200,Fixed,Point to Multipoint,2026-03-19,2026-03-19,2027-03-17,1,Granted,10775979,20011258_SEQ04_11,,,
10775748/1,1144435,2,200,Fixed,Point to Multipoint,2026-03-19,2026-03-19,2027-03-17,1,Granted,10775980,20011258_SEQ04_12,,,
10775749/1,1144435,2,200,Fixed,Point to Multipoint,2026-03-19,2026-03-19,2027-03-17,1,Granted,10775981,20011258_SEQ04_13,,,
10775750/1,1144435,2,200,Fixed,Point to Multipoint,2026-03-19,2026-03-19,2027-03-17,1,Granted,10775982,20011258_SEQ04_14,,,
10775751/1,1144435,2,200,Fixed,Point to Multipoint,2026-03-19,2026-03-19,2027-03-17,1,Granted,10775983,20011258_SEQ04_15,,,
10775752/1,1144435,2,200,Fixed,Point to Multipoint,2026-03-19,2026-03-19,2027-03-17,1,Granted,10775984,20011258_SEQ04_16,,,
10775753/1,1144435,2,200,Fixed,Point to Multipoint,2026-03-19,2026-03-19,2027-03-17,1,Granted,10775985,20011258_SEQ04_17,,,
10775754/1,1144435,2,200,Fixed,Point to Multipoint,2026-03-19,2026-03-19,2027-03-17,1,Granted,10775986,20011258_SEQ04_18,,,
10775755/1,1144435,2,200,Fixed,Point to Multipoint,2026-03-19,2026-03-19,2027-03-17,1,Granted,10775987,20011258_SEQ04_19,,,
10775756/1,1144435,2,200,Fixed,Point to Multipoint,2026-03-19,2026-03-19,2027-03-17,1,Granted,10775988,20011258_SEQ04_20,,,
10775757/1,1144435,2,200,Fixed,Point to Multipoint,2026-03-19,2026-03-19,2027-03-17,1,Granted,10775989,20011258_SEQ04_21,,,
10775758/1,1144435,2,200,Fixed,Point to Multipoint,2026-03-19,2026-03-19,2027-03-17,1,Granted,10775990,20011258_SEQ04_22,,,
107884/1,1144435,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-03-19,2026-03-19,2027-03-17,1,Granted,9665757,,,,
108116/4,20037535,6,601,Amateur,Amateur Beacon,2026-03-24,2026-03-24,2027-03-23,1,Granted,10956029,,,,
108120/1,80313,6,602,Amateur,Amateur Repeater,2025-12-10,2025-12-10,2027-01-08,1,Granted,9649119,,,,
10838924/1,20042158,3,304,Land Mobile,Land Mobile System - > 30MHz,2025-11-10,2025-11-10,2026-12-03,1,Granted,10840011,20038343_LMS_RIC121,,,
108450/1,1144665,3,304,Land Mobile,Land Mobile System - > 30MHz,2025-06-25,2025-06-25,2026-06-30,10,Expired,9665784,,,,
108451/1,1144665,3,304,Land Mobile,Land Mobile System - > 30MHz,2025-06-25,2025-06-25,2026-06-30,10,Expired,9665785,,,,
108453/1,1144665,3,304,Land Mobile,Land Mobile System - > 30MHz,2025-06-25,2025-06-25,2026-06-30,10,Expired,9665786,,,,
10890528/1,521072,2,203,Fixed,Point to Point,2025-08-29,2025-08-29,2026-09-30,1,Granted,10890534,20016317_JSMFAC6167,,,
10890529/1,521072,2,203,Fixed,Point to Point,2025-08-29,2025-08-29,2026-09-30,1,Granted,10890535,20016317_JSMFAC6167,,,
10890999/1,20017363,2,203,Fixed,Point to Point,2025-11-29,2025-11-29,2027-01-07,1,Granted,10891041,20029601_B0866-B0525_8G59M,,,
10891000/1,20017363,2,203,Fixed,Point to Point,2025-11-29,2025-11-29,2027-01-07,1,Granted,10891042,20029601_B0866-B0525_8G59M,,,
10893623/1,58050,2,203,Fixed,Point to Point,2026-04-20,2026-04-20,2027-05-04,1,Granted,10893660,20016317_JSMFAC6202,,,
10893810/1,1141538,2,203,Fixed,Point to Point,2026-02-05,2026-02-05,2027-02-02,1,Granted,10893841,1141877_Digicomm_P2P_140120-1,,,
10893925/1,420540,2,200,Fixed,Point to Multipoint,2026-01-15,2026-01-15,2027-01-18,1,Granted,10893963,20016317_JSMFAC6187,,,
10895435/1,51920,2,203,Fixed,Point to Point,2025-08-15,2025-08-15,2026-07-26,1,Granted,10895443,20038343_P2P_KCM27_3,,,
10899830/1,1170013,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-02-19,2026-02-19,2027-02-17,1,Granted,10899863,20025735_190517_03_of_03,,,
10899831/1,1170013,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-02-19,2026-02-19,2027-02-17,1,Granted,10899864,20025735_190517_02_of_03,,,
10899836/1,1170013,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-02-19,2026-02-19,2027-02-17,1,Granted,10899866,20025735_190517_01_of_03,,,
10900816/1,1149151,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-05-25,2026-05-25,2027-05-31,1,Granted,10901214,20038343_QR56_6,,,
10900818/1,1149151,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-05-25,2026-05-25,2027-05-31,1,Granted,10901216,20038343_QR56_7,,,
10900847/1,1149151,3,304,Land Mobile,Land Mobile System - > 30MHz,2026-05-25,2026-05-25,2027-05-31,1,Granted,10901266,20038343_QR56_8,,,
10901615/1,549255,5,501,Maritime Coast,Limited Coast Assigned System,2026-01-27,2026-01-27,2027-03-08,1,Granted,10901675,20038343_ME210_1,,,
