Title,Station Number,Lat,Long,Basin,LGA Name,Location Types
Fanning River (Burdekin Downs Rd) Tm,533219,-19.981,146.4485,Burdekin River,Charters Towers Regional,Water Level
Fanning River (Dotswood Rd) Tm,533220,-19.7336,146.4278,Burdekin River,Charters Towers Regional,Rain Gauge / Water Level
Haughton River (Flinders Hwy) Tm,533221,-19.8354,146.6893,Haughton River,Charters Towers Regional,Rain Gauge
Star River Bridge Tm,533222,-19.4339,145.992,Burdekin River,Charters Towers Regional,Rain Gauge / Water Level
Suhrs Ck (Sandy Creek Rd) Tm,533223,-20.0931,146.9003,Burdekin River,Charters Towers Regional,Water Level
BURDEKIN DAM REPEATER ALERT,534009,-20.6414,147.1483,Burdekin River,Charters Towers Regional,Repeater
Scartwater Alert,534011,-21.1106,146.8856,Burdekin River,Whitsunday Regional,Rain Gauge / Repeater
St Anns Alert,534012,-21.2289,146.9128,Burdekin River,Charters Towers Regional,Rain Gauge / Water Level
Logan Creek Tm,534024,-22.1653,147.5628,Burdekin River,Isaac Regional,Rain Gauge / Water Level
Tartrus Alert,534043,-22.9547,149.4233,Fitzroy River (Qld),Livingstone Shire,Rain Gauge / Water Level
Burdekin Falls Dam Hw Alert,534045,-20.6407,147.1412,Burdekin River,Charters Towers Regional,Rain Gauge / Water Level
Broadley Creek (Corea Plains Rd) TM,534046,-20.6863,145.94732,Burdekin River,Charters Towers Regional,Rain Gauge
Doongarra Rd TM,534047,-20.6176,146.2823,Burdekin River,Charters Towers Regional,Rain Gauge
Charters Towers Weir Tm,534048,-19.9662,146.3053,Burdekin River,Charters Towers Regional,Rain Gauge / Water Level
Roddas Lookout Alert,535075,-24.1422,148.1542,Fitzroy River (Qld),Central Highlands Regional,Rain Gauge / Repeater
Emerald Alert,535076,-23.5297,148.1664,Fitzroy River (Qld),Central Highlands Regional,Rain Gauge / Water Level
Rubyvale Alert,535077,-23.4183,147.6986,Fitzroy River (Qld),Central Highlands Regional,Rain Gauge / Water Level
Mt Mayde Al,535080,-23.6872,147.4261,Fitzroy River (Qld),Central Highlands Regional,Rain Gauge / Repeater
Glen Rock Al,535083,-24.4636,147.5681,Fitzroy River (Qld),Central Highlands Regional,Rain Gauge / Repeater
The Lake Alert,535090,-24.3114,148.6144,Fitzroy River (Qld),Central Highlands Regional,Rain Gauge / Water Level
Rileys Crossing Alert,535095,-23.5433,148.6053,Fitzroy River (Qld),Central Highlands Regional,Water Level
Bedford Weir Tw Alert,535096,-23.3739,148.8408,Fitzroy River (Qld),Central Highlands Regional,Rain Gauge / Water Level
Duckponds Alert,535097,-23.4817,148.4728,Fitzroy River (Qld),Central Highlands Regional,Rain Gauge / Water Level
Gregory Highway Alert,535098,-23.4292,148.1514,Fitzroy River (Qld),Central Highlands Regional,Rain Gauge / Water Level
Raymond Alert,535099,-24.2317,147.645,Fitzroy River (Qld),Central Highlands Regional,Rain Gauge / Water Level
Sapphire Al,535100,-23.4694,147.7261,Fitzroy River (Qld),Central Highlands Regional,Rain Gauge / Water Level
Upper Belyando Tm,535102,-23.1131,146.785,Burdekin River,Barcaldine Regional,Rain Gauge / Water Level
Van Dyke Creek Alert,535106,-24.2019,147.8283,Fitzroy River (Qld),Central Highlands Regional,Rain Gauge / Water Level
Mt Panorama Alert,535107,-24.5614,148.5372,Fitzroy River (Qld),Central Highlands Regional,Rain Gauge / Water Level
The Crescent Alert,535108,-24.5917,148.6744,Fitzroy River (Qld),Central Highlands Regional,Rain Gauge / Water Level
Rolleston Alert,535109,-24.4667,148.6194,Fitzroy River (Qld),Central Highlands Regional,Rain Gauge / Water Level / Repeater
Foleyvale  Alert,535113,-23.5272,149.7189,Fitzroy River (Qld),Woorabinda Aboriginal Shire,Rain Gauge / Water Level
Keilambete Alert,535114,-23.4469,147.5961,Fitzroy River (Qld),Central Highlands Regional,Rain Gauge / Water Level
Karamea Alert,535124,-24.52,149.77,Fitzroy River (Qld),Central Highlands Regional,Rain Gauge / Water Level
Petrona Alert,535125,-24.4072,147.3225,Fitzroy River (Qld),Central Highlands Regional,Rain Gauge / Water Level
Mount Lowe Al,535128,-22.905,148.1497,Fitzroy River (Qld),Central Highlands Regional,Rain Gauge / Repeater
Bundi Road Alert,535129,-26.0947,149.6225,Fitzroy River (Qld),Western Downs Regional,Rain Gauge
Waikola Alert,535130,-26.0003,149.1953,Fitzroy River (Qld),Western Downs Regional,Rain Gauge
Glenhaughton Rd Alert,535131,-25.4172,149.5236,Fitzroy River (Qld),Banana Shire,Rain Gauge
Coorada Alert,535132,-25.0114,149.5042,Fitzroy River (Qld),Banana Shire,Rain Gauge
Ghinghinda Alert,535133,-25.1497,149.7281,Fitzroy River (Qld),Banana Shire,Rain Gauge
Weringa Creek Alert,535134,-26.1189,150.1108,Fitzroy River (Qld),Western Downs Regional,Rain Gauge
Bauhinia Downs Alert,535135,-24.5617,149.2853,Fitzroy River (Qld),Central Highlands Regional,Rain Gauge
Broadmere Alert,535136,-25.5686,149.4142,Fitzroy River (Qld),Banana Shire,Rain Gauge / Repeater
Cockatoo Road Alert,535137,-25.6811,150.1336,Fitzroy River (Qld),Banana Shire,Rain Gauge
Krismark Downs Alert,535138,-24.81,149.8247,Fitzroy River (Qld),Banana Shire,Rain Gauge
Orana Park Alert,535139,-24.8072,149.4481,Fitzroy River (Qld),Central Highlands Regional,Rain Gauge
Ruined Castle Alert,535140,-25.2317,149.2658,Fitzroy River (Qld),Banana Shire,Rain Gauge
Sandra Downs Alert,535141,-24.8714,149.1536,Fitzroy River (Qld),Central Highlands Regional,Rain Gauge
Tarana Crossing Alert,535142,-25.7961,149.5583,Fitzroy River (Qld),Banana Shire,Rain Gauge / Water Level
Dawson Range South Alert,535143,-24.5944,149.8133,Fitzroy River (Qld),Banana Shire,Rain Gauge / Repeater
Bluff Alert,535144,-23.5903,149.0569,Fitzroy River (Qld),Central Highlands Regional,Rain Gauge
Cooinda Alert,535145,-23.7217,146.9411,Burdekin River,Barcaldine Regional,Rain Gauge / Water Level
Zeta Alert,535146,-23.7617,146.7225,Burdekin River,Barcaldine Regional,Rain Gauge / Water Level
Mt Pisgah Alert,535147,-23.6403,147.1922,Burdekin River,Barcaldine Regional,Rain Gauge / Repeater
Sedgeford Alert,535149,-23.8811,146.6331,Burdekin River,Barcaldine Regional,Rain Gauge / Repeater
Betanga Alert,535151,-23.6889,146.3425,Burdekin River,Barcaldine Regional,Rain Gauge / Repeater
Mt Tabor Alert,535171,-25.1925,147.4928,Warrego River,Murweh Shire,Rain Gauge / Repeater
Coolmaringa Alert,535173,-23.3184,149.5224,Fitzroy River (Qld),Central Highlands Regional,Rain Gauge / Water Level
Pindari Alert,535174,-24.6077,148.0694,Fitzroy River (Qld),Central Highlands Regional,Rain Gauge
Mt Moffatt Alert,535177,-24.9085,148.0423,Fitzroy River (Qld),Central Highlands Regional,Rain Gauge / Repeater
Duaringa Alert,535179,-23.718,149.6714,Fitzroy River (Qld),Central Highlands Regional,Rain Gauge
Consuelo Alert,535180,-24.7387,148.4045,Fitzroy River (Qld),Central Highlands Regional,Rain Gauge / Water Level
Sandstone Park Alert,535185,-25.0719,148.2742,Fitzroy River (Qld),Central Highlands Regional,Rain Gauge / Repeater
Billabalong Alert,535199,-25.1329,148.5929,Fitzroy River (Qld),Central Highlands Regional,Rain Gauge / Repeater
Basalt Creek Alert,535201,-24.6325,148.8711,Fitzroy River (Qld),Central Highlands Regional,Rain Gauge / Repeater
Saddler Springs Alert,535203,-25.0469,148.1369,Fitzroy River (Qld),Central Highlands Regional,Rain Gauge / Repeater
Mt Pleasant (Rolleston) Alert,535204,-24.6422,148.5412,Fitzroy River (Qld),Central Highlands Regional,Rain Gauge / Repeater
Redcliffe (Mimosa Ck) Al,535216,-24.3386,149.5838,Fitzroy River (Qld),Central Highlands Regional,Rain Gauge / Water Level
Nuga Nuga Alert,535218,-25.067,148.9793,Fitzroy River (Qld),Banana Shire,Rain Gauge
Baroonbah Crossing,535223,-25.692781,149.213076,Fitzroy River (Qld),Banana Shire,Rain Gauge / Water Level
Horse Creek ,535224,-25.890187,149.758117,Fitzroy River (Qld),Banana Shire,Rain Gauge / Water Level
Rivington Alert,535296,-23.9606,146.5606,Burdekin River,Barcaldine Regional,Rain Gauge / Water Level
Clermont Alpha Rd Tm,536012,-22.8949,147.2053,Burdekin River,Isaac Regional,Rain Gauge / Water Level
Laglan Rd Tm,536013,-22.5625,147.0721,Burdekin River,Isaac Regional,Rain Gauge / Water Level
Amelia Cr (Yarrowmere Rd) TM,536019,-21.0257,145.7661,Burdekin River,Charters Towers Regional,Rain Gauge
Raelee Downs Tm,537009,-21.593,143.0356,Diamantina River,Winton Shire,Rain Gauge
Corfield Tm,537010,-21.7161,143.3742,Diamantina River,Winton Shire,Rain Gauge
Dagworth Tm,537011,-21.6635,142.199,Diamantina River,Winton Shire,Rain Gauge
Kirby Tm,537012,-21.9589,141.4817,Diamantina River,Winton Shire,Rain Gauge
Belmont Tm,537013,-22.1644,143.4504,Diamantina River,Winton Shire,Rain Gauge
Lanifer Tm,537014,-21.9942,143.2537,Diamantina River,Winton Shire,Rain Gauge
Leeson Tm,537015,-22.1782,142.758,Diamantina River,Winton Shire,Rain Gauge / Water Level
Lorraine Tm,537016,-22.5203,143.5011,Diamantina River,Winton Shire,Rain Gauge
Mahrigong Tm,537017,-22.2322,143.7837,Diamantina River,Winton Shire,Rain Gauge
Malboona Tm,537018,-21.9332,143.56,Diamantina River,Winton Shire,Rain Gauge
Mountain View (Mt Landsborough) Tm,537019,-22.7175,143.2982,Diamantina River,Winton Shire,Rain Gauge
Winton Jundah Rd Tm,537020,-23.6371,142.3299,Diamantina River,Barcoo Shire,Rain Gauge / Water Level
Bendemeer TM,537037,-21.9143,142.3804,Diamantina River,Winton Shire,Rain Gauge / Water Level
Dajarra Airport TM,537038,-21.7013,139.5308,Georgina River,Cloncurry Shire,Rain Gauge
Wills Creek (Selwyn Road) Tm,537039,-22.4118,139.9615,Georgina River,Boulia Shire,Water Level
Hamilton River Station 1 Tm,537040,-22.7731,140.6198,Georgina River,Boulia Shire,Rain Gauge / Water Level
Hamilton River Station 2 Tm,537041,-22.7727,140.6373,Georgina River,Boulia Shire,Rain Gauge / Water Level
Toolebuc Tm,537042,-22.1642,140.8431,Georgina River,Boulia Shire,Rain Gauge
Urandangi Tm,537043,-21.6236,138.3093,Georgina River,Boulia Shire,Water Level
Waverly Creek Tm,537044,-21.4219,139.1277,Georgina River,Boulia Shire,Rain Gauge / Water Level
Wills Creek CDR TM,537045,-21.2698,139.7284,Georgina River,Cloncurry Shire,Rain Gauge
Windorah (Long Crossing) Tm,538006,-25.3703,142.7258,Cooper Creek,Barcoo Shire,Rain Gauge / Water Level
Farrars Ck Tm,538007,-25.1642,141.2387,Diamantina River,Barcoo Shire,Rain Gauge / Water Level
Windorah (Lignum Channel) Tm,538008,-25.44,142.8079,Cooper Creek,Barcoo Shire,Rain Gauge / Water Level
Windorah (Main Channel) Tm,538010,-25.3702,142.7453,Cooper Creek,Barcoo Shire,Water Level
Cottonbush Creek Tm,538014,-22.9363,139.1893,Georgina River,Boulia Shire,Rain Gauge / Water Level
Trinidad Al,538015,-25.6004,143.893,Cooper Creek,Quilpie Shire,Rain Gauge
Marion Downs Tm,538018,-23.3643,139.6562,Georgina River,Boulia Shire,Rain Gauge / Water Level
Pitturi Creek Tm,538019,-22.6231,138.5557,Georgina River,Boulia Shire,Water Level
Monkira TM,538025,-24.8321,140.5536,Diamantina River,Diamantina Shire,Rain Gauge / Water Level
Stanwell Tm,539078,-23.4836,150.3437,Fitzroy River (Qld),Rockhampton Regional,Rain Gauge / Water Level
Bundaberg South Alert,539143,-24.8736,152.3636,Burnett River,Bundaberg Regional,Rain Gauge / Water Level
Coringa Alert,539146,-25.3803,151.9869,Burnett River,North Burnett Regional,Rain Gauge / Water Level
Mt Rawdon Alert,539147,-25.2356,151.7964,Burnett River,North Burnett Regional,Rain Gauge / Water Level
Fig Tree Alert,539148,-25.2839,151.9892,Burnett River,Bundaberg Regional,Rain Gauge / Water Level
Ned Churchward Weir Hw Alert,539149,-25.0514,152.0997,Burnett River,Bundaberg Regional,Rain Gauge / Water Level
Mingo Crossing Alert,539150,-25.395,151.7775,Burnett River,North Burnett Regional,Rain Gauge / Water Level
Mt Lawless Alert,539151,-25.545,151.655,Burnett River,North Burnett Regional,Rain Gauge / Water Level
Paradise Dam Alert,539152,-25.3511,151.9197,Burnett River,North Burnett Regional,Rain Gauge / Water Level / Reservoir
Branyan (Woongarra Ps Alert),539153,-24.93,152.2553,Burnett River,Bundaberg Regional,Rain Gauge / Water Level
East Booyal Alert,539155,-25.252,152.084,Burnett River,Bundaberg Regional,Rain Gauge
St Kilda Alert,539156,-25.0492,151.9217,Burnett River,Bundaberg Regional,Rain Gauge
Didcott Alert,539157,-25.4775,151.865,Burnett River,North Burnett Regional,Rain Gauge
Mt Perry Alert,539158,-25.1892,151.6267,Burnett River,North Burnett Regional,Rain Gauge / Repeater
Sunday Ck Rd Alert,539159,-25.3947,151.6678,Burnett River,North Burnett Regional,Rain Gauge
Camboon Alert,539160,-25.0106,150.3889,Fitzroy River (Qld),Banana Shire,Rain Gauge
Cracow Alert,539161,-25.246442,150.272331,Fitzroy River (Qld),Banana Shire,Rain Gauge / Repeater
Downfall Ck Alert,539162,-25.5003,150.2506,Fitzroy River (Qld),Banana Shire,Rain Gauge
Gyranda Weir Alert,539163,-25.2842,150.1825,Fitzroy River (Qld),Banana Shire,Rain Gauge / Water Level
Isla-Delusion Crossing Alert,539164,-25.1803,150.185,Fitzroy River (Qld),Banana Shire,Rain Gauge / Water Level
Moura Weir Alert,539165,-24.5903,149.9039,Fitzroy River (Qld),Banana Shire,Rain Gauge / Water Level
Mt Hopeful Alert,539167,-23.73,150.5336,Fitzroy River (Qld),Rockhampton Regional,Rain Gauge / Repeater
Upper Castle Alert,539168,-24.830895,150.577933,Fitzroy River (Qld),Banana Shire,Rain Gauge
Pheasant Ck Alert,539169,-23.8686,150.1317,Fitzroy River (Qld),Banana Shire,Rain Gauge / Repeater
Pocket Ck Rd Alert,539170,-23.9442,150.1147,Fitzroy River (Qld),Banana Shire,Rain Gauge
Upper Lonesome Alert,539171,-24.736848,150.405409,Fitzroy River (Qld),Banana Shire,Rain Gauge
Castle Creek Alert,539172,-24.8881,150.1992,Fitzroy River (Qld),Banana Shire,Rain Gauge / Water Level
Wowan Westwood Rd Alert,539173,-23.8925,150.1569,Fitzroy River (Qld),Banana Shire,Rain Gauge / Water Level
Banana Range Alert,539174,-24.4486,150.3156,Fitzroy River (Qld),Banana Shire,Rain Gauge / Repeater
Lonesome Creek Alert,539175,-24.8167,150.1617,Fitzroy River (Qld),Banana Shire,Rain Gauge / Water Level
Caniaview Alert,539176,-24.785,150.9728,Burnett River,North Burnett Regional,Rain Gauge / Repeater
Mt Fort William Alert,539177,-24.6475,151.3389,Burnett River,North Burnett Regional,Rain Gauge / Repeater
Hollywell Alert,539178,-25.3319,151.2328,Burnett River,North Burnett Regional,Rain Gauge / Repeater
Hawkwood Range Alert,539179,-25.7158,150.9753,Burnett River,North Burnett Regional,Rain Gauge / Repeater
Mt Gayndah Alert,539180,-25.605,151.5403,Burnett River,North Burnett Regional,Rain Gauge / Repeater
Cania Dam Hw Alert,539182,-24.65,150.9833,Burnett River,North Burnett Regional,Rain Gauge / Water Level
Ceratodus Alert,539183,-25.2831,151.145,Burnett River,North Burnett Regional,Rain Gauge / Water Level
Dakiel Alert,539185,-24.7456,151.2603,Burnett River,North Burnett Regional,Rain Gauge / Water Level
Dalgangal Rd Alert,539186,-25.4194,151.5225,Burnett River,North Burnett Regional,Rain Gauge / Water Level
Derra Alert,539187,-25.6733,151.2436,Burnett River,North Burnett Regional,Rain Gauge / Water Level
Eidsvold Alert,539189,-25.4022,151.1033,Burnett River,North Burnett Regional,Rain Gauge / Water Level
Gayndah Flume Alert,539191,-25.6217,151.6031,Burnett River,North Burnett Regional,Rain Gauge / Water Level
Marriages Alert,539194,-25.56,151.1839,Burnett River,North Burnett Regional,Rain Gauge / Water Level
Monto Alert,539196,-24.8658,151.1086,Burnett River,North Burnett Regional,Rain Gauge / Water Level
Mundubbera Alert,539197,-25.5936,151.3,Burnett River,North Burnett Regional,Rain Gauge / Water Level
Reid Ck Alert,539200,-25.2761,151.5169,Burnett River,North Burnett Regional,Rain Gauge / Water Level
Wuruma Hw Alert,539203,-25.1994,150.9894,Burnett River,North Burnett Regional,Rain Gauge / Water Level / Reservoir
Yarrol Alert,539204,-24.9925,151.3475,Burnett River,North Burnett Regional,Rain Gauge / Water Level
St Agnes Ck Alert,539215,-25.1347,151.9742,Burnett River,Bundaberg Regional,Rain Gauge / Water Level
Abercorn Alert,539218,-25.1292,151.1306,Burnett River,North Burnett Regional,Rain Gauge / Water Level
Bargara Alert,539226,-24.8333,152.4603,Burrum River,Bundaberg Regional,Rain Gauge
Upper Rainbow Alert,539229,-24.22094,150.701487,Fitzroy River (Qld),Banana Shire,Rain Gauge
Morganville Alert,539231,-25.1719,151.9725,Burnett River,Bundaberg Regional,Rain Gauge / Water Level
Biloela Alert,539232,-24.435,150.541,Fitzroy River (Qld),Banana Shire,Rain Gauge / Water Level
Blue Hills Alert,539233,-24.532,150.92,Fitzroy River (Qld),Banana Shire,Rain Gauge
Callide Dam Hw Alert,539235,-24.3689,150.6128,Fitzroy River (Qld),Banana Shire,Rain Gauge / Water Level
Callide Dam Inflow Alert,539236,-24.3253,150.6842,Fitzroy River (Qld),Banana Shire,Rain Gauge / Water Level / Reservoir
Craiglands Alert,539237,-24.15,150.525,Fitzroy River (Qld),Banana Shire,Rain Gauge / Water Level
Folding Hills Alert,539238,-24.575,150.624,Fitzroy River (Qld),Banana Shire,Rain Gauge / Water Level
Goovigen Alert,539239,-24.106,150.287,Fitzroy River (Qld),Banana Shire,Rain Gauge / Water Level
Jambin Alert,539240,-24.198,150.367,Fitzroy River (Qld),Banana Shire,Rain Gauge / Water Level
Kroombit Dam Alert,539241,-24.418,150.774,Fitzroy River (Qld),Banana Shire,Rain Gauge / Water Level / Reservoir
Kroombit Repeater Alert,539242,-24.3566,150.94,Fitzroy River (Qld),Gladstone Regional,Rain Gauge / Repeater
Kroombit Tops Alert,539243,-24.358,150.962,Fitzroy River (Qld),Gladstone Regional,Rain Gauge
Linkes Causeway Alert,539244,-24.3806,150.5492,Fitzroy River (Qld),Banana Shire,Rain Gauge / Water Level / Reservoir
Malakoff Junction Alert,539245,-24.3131,150.7758,Fitzroy River (Qld),Banana Shire,Rain Gauge / Water Level
Mid Kroombit Alert,539246,-24.4145,150.885,Fitzroy River (Qld),Gladstone Regional,Rain Gauge
Red Hill Alert,539247,-24.448,150.425,Fitzroy River (Qld),Banana Shire,Rain Gauge / Water Level
South Kariboe Ck Alert,539248,-24.561,150.747,Fitzroy River (Qld),Banana Shire,Rain Gauge / Water Level
Upper Bell Ck Alert,539249,-24.15,150.678,Fitzroy River (Qld),Banana Shire,Rain Gauge
Cordalba Alert,539250,-25.1569,152.2119,Burrum River,Bundaberg Regional,Rain Gauge
Woodgate Alert,539251,-25.0992,152.5489,Burrum River,Bundaberg Regional,Rain Gauge
Coonambula Alert,539257,-25.5884,151.1489,Burnett River,North Burnett Regional,Rain Gauge / Water Level
Rockhampton Tm,539258,-23.3811,150.5172,Fitzroy River (Qld),Rockhampton Regional,Rain Gauge / Water Level
Quay Street East Alert,539259,-24.8625,152.3575,Burnett River,Bundaberg Regional,Water Level
Barolin St Alert,539260,-24.873,152.35,Burnett River,Bundaberg Regional,Water Level
Cherry Ck (Lenihans Rd) Al,539261,-25.0118,152.1423,Burnett River,Bundaberg Regional,Rain Gauge / Water Level
Germanbulyan Ck (Bungadoo) Al,539262,-24.9864,152.0748,Burnett River,Bundaberg Regional,Rain Gauge / Water Level
Pine Creek (Pine Ck Rd) Al,539263,-25.0041,152.1664,Burnett River,Bundaberg Regional,Rain Gauge / Water Level
Bald Knob Alert,540026,-26.7789,152.9153,Brisbane River,Sunshine Coast Regional,Rain Gauge / Repeater
Loamside Alert,540062,-27.6831,152.7297,Brisbane River,Ipswich City,Rain Gauge / Water Level
Grandchester Alert,540064,-27.6631,152.4611,Brisbane River,Ipswich City,Rain Gauge / Water Level
Peak Crossing Alert,540065,-27.7806,152.7311,Brisbane River,Scenic Rim Regional,Water Level
Marsden (First Ave) Al,540078,-27.6686,153.1031,Logan-Albert Rivers,Logan City,Rain Gauge / Water Level
Slacks Ck Reserve Pk Al,540079,-27.6342,153.1253,Logan-Albert Rivers,Logan City,Rain Gauge / Water Level
Mapleton Alert,540085,-26.6247,152.8664,Maroochy River,Sunshine Coast Regional,Rain Gauge
Slacks Ck(Loganlea Rd)Al,540091,-27.6475,153.1475,Logan-Albert Rivers,Logan City,Rain Gauge / Water Level
The Summit Alert,540100,-27.4636,152.9472,Brisbane River,Brisbane City,Rain Gauge / Repeater
MT GRAVATT LOOKOUT ALERT,540108,-27.5423,153.0732,Brisbane River,Brisbane City,Repeater
EILDON HILL ALERT,540109,-27.4328,153.0242,Brisbane River,Brisbane City,Repeater
Glenore Grove Alert,540149,-27.5231,152.4092,Brisbane River,Lockyer Valley Regional,Rain Gauge / Water Level
Brisbane City Alert,540198,-27.4707,153.0341,Brisbane River,Brisbane City,Rain Gauge / Water Level / Tide
Moggill (Aitchenson St East) Alert-B,540201,-27.5871,152.8641,Brisbane River,Brisbane City,Water Level
Stretton (Gowan Rd) Alert,540234,-27.6417,153.0667,Logan-Albert Rivers,Brisbane City,Rain Gauge
Hillcrest(Wine Glass) Al,540235,-27.6763,153.03,Logan-Albert Rivers,Logan City,Rain Gauge / Repeater
Carbrook (Riedel Road) Al,540236,-27.7,153.2833,Logan-Albert Rivers,Gold Coast City,Rain Gauge / Water Level
Bundamba (Barclay St) Al,540247,-27.6203,152.8261,Brisbane River,Ipswich City,Rain Gauge / Repeater
Churchill Alert,540248,-27.6339,152.7542,Brisbane River,Ipswich City,Rain Gauge / Water Level
Bundamba (Hanlon St) Al,540249,-27.5914,152.7964,Brisbane River,Ipswich City,Water Level
Brassall (Hancocks Br) Al,540250,-27.6036,152.7439,Brisbane River,Ipswich City,Water Level
Carbrook Alert,540255,-27.6547,153.2317,Logan-Albert Rivers,Logan City,Rain Gauge
Takura Reservoir Alert,540268,-25.3275,152.7061,Burrum River,Fraser Coast Regional,Rain Gauge / Repeater
Little Oakey Creek Alert,540272,-27.2906,152.1994,Brisbane River,Toowoomba Regional,Water Level
Upper Cressbrook Alert,540276,-27.2597,152.1525,Brisbane River,Toowoomba Regional,Water Level
Perseverance Alert,540298,-27.29,152.1228,Brisbane River,Toowoomba Regional,Rain Gauge / Water Level
Ravensbourne Alert,540299,-27.3627,152.1589,Brisbane River,Toowoomba Regional,Rain Gauge
Mount Wolvi Alert,540304,-26.1767,152.8675,Mary River (Qld),Gympie Regional,Rain Gauge / Repeater
Rosewood Wwtp Alert,540313,-27.6475,152.5883,Brisbane River,Ipswich City,Rain Gauge / Water Level
Spressers Bridge Alert,540314,-27.6631,152.5906,Brisbane River,Ipswich City,Rain Gauge / Water Level
Grey's Plains Road Alert,540317,-27.8025,152.4361,Brisbane River,Ipswich City,Rain Gauge / Water Level
Pomona Alert,540324,-26.3672,152.8431,Mary River (Qld),Noosa Shire,Rain Gauge
Cooroy Alert,540325,-26.4064,152.9211,Mary River (Qld),Noosa Shire,Rain Gauge
Cooran Alert,540326,-26.3297,152.8136,Mary River (Qld),Noosa Shire,Rain Gauge / Water Level
Lake Macdonald Drive Alert,540327,-26.3719,152.9242,Mary River (Qld),Noosa Shire,Water Level
Moy Pocket Alert,540330,-26.5261,152.7439,Mary River (Qld),Gympie Regional,Rain Gauge / Water Level
Kenilworth H/S Alert,540331,-26.5803,152.7322,Mary River (Qld),Sunshine Coast Regional,Rain Gauge / Water Level
Bellbird Creek Alert,540332,-26.6274,152.7046,Mary River (Qld),Sunshine Coast Regional,Rain Gauge / Water Level
Obi Lookout Alert,540333,-26.6883,152.8064,Mary River (Qld),Sunshine Coast Regional,Rain Gauge / Repeater
Grigor Road Alert,540334,-26.7181,152.6692,Mary River (Qld),Sunshine Coast Regional,Rain Gauge
Harper Creek Alert,540335,-26.7642,152.7722,Mary River (Qld),Sunshine Coast Regional,Rain Gauge
Maleny Alert,540336,-26.7631,152.8475,Mary River (Qld),Sunshine Coast Regional,Rain Gauge
Hume Lane Alert,540341,-26.8419,152.8953,Brisbane River,Sunshine Coast Regional,Rain Gauge / Repeater
Coolabine Creek Alert,540367,-26.5967,152.7672,Mary River (Qld),Sunshine Coast Regional,Rain Gauge / Repeater
Upper Sandy Creek Alert,540385,-27.4558,152.1983,Brisbane River,Lockyer Valley Regional,Rain Gauge
Sandy Creek Road Alert,540386,-27.5711,152.1781,Brisbane River,Lockyer Valley Regional,Rain Gauge / Water Level
Torbanlea Alert,540449,-25.3406,152.6058,Burrum River,Fraser Coast Regional,Rain Gauge / Water Level
Black Swamp Alert,540450,-25.3756,152.7683,Mary River (Qld),Fraser Coast Regional,Rain Gauge / Water Level
Ghost Hill Alert,540451,-25.3108,152.8319,Mary River (Qld),Fraser Coast Regional,Rain Gauge / Repeater
Booral Road Alert,540452,-25.3439,152.8269,Mary River (Qld),Fraser Coast Regional,Rain Gauge / Water Level
Wakerley Alert,540477,-27.4808,153.1628,Brisbane River,Brisbane City,Rain Gauge / Water Level
Whyte Island Alert,540495,-27.4017,153.1575,Brisbane River,Brisbane City,Water Level / Tide Gauge
Walloon Alert,540504,-27.6033,152.6928,Brisbane River,Ipswich City,Water Level
Coulson Crossing Alert,540510,-27.9511,152.7264,Logan-Albert Rivers,Scenic Rim Regional,Rain Gauge / Water Level
Flagstone Creek Alert,540517,-27.6047,152.1325,Brisbane River,Lockyer Valley Regional,Rain Gauge / Water Level
Ma Ma Creek Alert,540518,-27.6539,152.1653,Brisbane River,Lockyer Valley Regional,Rain Gauge / Water Level
Upper Tenthill Alert,540519,-27.8094,152.2867,Brisbane River,Lockyer Valley Regional,Rain Gauge
Gormans Gap Alert,540521,-27.6417,151.9844,Brisbane River,Lockyer Valley Regional,Rain Gauge
Rockside Mt Alert,540523,-27.7167,152.3106,Brisbane River,Lockyer Valley Regional,Rain Gauge
Mt Petersen Alert,540525,-27.6517,152.1986,Brisbane River,Lockyer Valley Regional,Rain Gauge / Repeater
Schultz Lookout Alert,540526,-27.6653,152.3458,Brisbane River,Lockyer Valley Regional,Rain Gauge / Repeater
Spring Bluff Alert,540527,-27.4692,151.9836,Brisbane River,Lockyer Valley Regional,Rain Gauge / Water Level
Mulgowie Alert,540528,-27.7297,152.3644,Brisbane River,Lockyer Valley Regional,Rain Gauge / Water Level
Warrego Highway Alert,540529,-27.5533,152.3889,Brisbane River,Lockyer Valley Regional,Rain Gauge / Water Level
Paradise Creek Road Alert,540534,-27.4542,152.0789,Brisbane River,Lockyer Valley Regional,Rain Gauge / Repeater
Upper Lockyer Alert,540566,-27.4922,152.0819,Brisbane River,Lockyer Valley Regional,Rain Gauge / Water Level
Moon Road Alert,540567,-27.6619,152.32,Brisbane River,Lockyer Valley Regional,Rain Gauge / Water Level
